"Länskod","Kommunkod","Nivå 1","Nivå 2","Nivå 3","Nivå 4","Totalt, andel svar, procent","Enskild","Offentlig","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F16","F17","F18","F19","F20","F21","F22","F23","F25","F27","F24"
"22","2281","Almedalen","","","","60% - 80%","0","100","20","70","10","86","67","44","50","78","44","50","44","29","90","38","67","56","x","44","44","63","29","60","30","57","40"
"22","2281","Alnösol","","","","80% - 100%","0","100","27","36","9","78","90","67","50","90","90","70","60","60","100","90","100","100","50","64","27","82","73","100","64","75","100"
"22","2281","Attmarhem","","","","60% - 80%","0","100","8","18","0","90","64","50","27","75","90","73","50","44","92","90","90","70","67","40","13","78","45","80","40","x","67"
"22","2281","Bruksgården","","","","20% - 40%","0","100","14","29","0","x","86","x","0","71","86","71","x","71","86","57","100","71","57","29","43","57","29","86","71","x","100"
"22","2281","Granbacken","","","","40% - 60%","0","100","13","33","0","60","50","15","9","67","53","33","15","36","87","57","57","73","15","29","27","46","40","67","60","83","47"
"22","2281","Granlunda","","","","40% - 60%","0","100","17","62","23","73","69","62","45","79","69","69","64","78","100","73","93","100","82","36","55","80","x","92","31","100","64"
"22","2281","Havssundet","","","","40% - 60%","0","100","14","43","29","x","x","57","x","86","x","x","x","x","x","x","71","x","57","29","x","x","x","x","43","x","86"
"22","2281","Hellbergsgården","","","","20% - 40%","0","100","14","x","29","100","75","88","x","88","88","86","x","x","100","x","100","88","x","63","x","86","x","100","29","x","88"
"22","2281","Kristinelund","","","","40% - 60%","0","100","12","36","6","75","68","50","35","58","61","64","39","57","100","66","90","88","50","39","41","73","39","81","29","87","65"
"22","2281","Kristinelund","Kristinelund 1-3","","","40% - 60%","0","100","13","30","4","75","70","48","29","50","60","64","42","55","100","68","95","95","50","39","37","71","31","81","26","89","65"
"22","2281","Kristinelund","Kristinelund 4-5","","","20% - 40%","0","100","10","50","10","75","64","55","44","73","64","64","33","60","100","60","78","70","50","40","50","78","50","82","36","82","64"
"22","2281","Lindgården","","","","40% - 60%","0","100","20","28","15","91","64","58","50","75","76","68","31","43","95","68","86","88","50","36","17","84","57","85","43","92","74"
"22","2281","Lindgården","Aspen/Björken","","","20% - 40%","0","100","20","25","10","75","63","10","22","67","88","80","29","57","100","86","89","100","x","0","13","80","44","90","50","100","80"
"22","2281","Lindgården","Granen/Boken/Tallen","","","40% - 60%","0","100","22","33","28","93","69","83","53","74","82","72","33","31","100","71","82","94","63","38","25","94","64","83","37","94","83"
"22","2281","Lindgården","Pilen/Kastanjen","","","40% - 60%","0","100","15","23","0","100","58","60","70","83","56","50","30","50","85","50","90","67","30","64","9","73","60","82","46","80","55"
"22","2281","Ljustagården","","","","60% - 80%","0","100","36","45","55","75","60","78","x","55","56","64","50","55","100","80","73","91","40","13","30","89","50","91","36","89","80"
"22","2281","Skottsundsbacken","","","","40% - 60%","0","100","23","36","11","95","64","57","51","76","53","41","23","48","88","72","76","72","33","50","26","67","35","83","43","91","62"
"22","2281","Skottsundsbacken","Skottsundsbacken 1-3","","","40% - 60%","0","100","0","42","8","100","60","58","50","90","67","45","20","27","83","80","75","75","44","36","36","45","13","82","33","89","67"
"22","2281","Skottsundsbacken","Skottsundsbacken 4-6","","","60% - 80%","0","100","32","33","5","96","65","62","50","70","55","39","24","65","96","70","82","77","19","53","27","68","31","87","55","92","61"
"22","2281","Skottsundsbacken","Skottsundsbacken 7-8","","","40% - 60%","0","100","31","36","23","91","67","45","55","75","42","42","22","30","77","67","67","58","45","60","11","90","60","75","31","91","58"
"22","2281","Solgården","","","","20% - 40%","0","100","42","33","42","86","71","54","78","62","64","50","42","54","93","62","86","86","50","43","36","83","36","86","23","50","79"
"22","2281","Solhaga","","","","40% - 60%","0","100","36","40","19","96","81","73","74","85","72","67","25","46","96","76","92","85","46","44","38","92","53","85","38","95","88"
"22","2281","Tingsta","","","","40% - 60%","0","100","7","14","7","56","62","62","60","86","62","69","56","50","100","92","92","100","60","36","0","44","x","83","50","89","91"
"22","2281","Tunastrand","","","","40% - 60%","0","100","21","43","7","78","92","92","92","79","79","93","78","67","93","85","92","100","58","85","31","91","43","79","50","92","92"
"22","2282","Kaptenen","","","","40% - 60%","0","100","10","30","40","88","90","80","100","89","78","78","67","71","100","78","100","90","78","75","57","89","x","90","40","100","90"
"22","2282","Kvarnbacken","","","","40% - 60%","0","100","36","52","0","84","67","70","50","82","76","82","53","78","95","85","95","95","88","47","32","83","69","81","38","94","95"
"22","2282","Kvarnbacken","Kvarnbacken 1","","","40% - 60%","0","100","42","45","0","82","64","64","33","67","82","83","44","73","92","91","100","100","80","45","30","90","78","75","50","100","92"
"22","2282","Kvarnbacken","Kvarnbacken 2","","","40% - 60%","0","100","30","60","0","88","70","78","x","100","70","80","63","86","100","78","90","90","x","50","33","75","57","89","22","88","100"
"22","2282","Nybo","","","","60% - 80%","0","100","43","43","29","100","86","71","82","100","93","93","50","86","100","100","100","100","86","75","43","100","79","100","64","100","100"
"22","2282","Sundbrolund","","","","40% - 60%","0","100","19","23","15","88","67","71","55","77","67","59","47","44","96","78","80","88","75","50","25","75","63","88","42","100","65"
"22","2282","Sundbrolund","Sundbrolund 1","","","40% - 60%","0","100","17","8","33","90","86","90","50","88","100","78","x","x","100","x","91","100","89","64","x","88","88","100","36","100","80"
"22","2282","Sundbrolund","Sundbrolund 2","","","40% - 60%","0","100","21","36","0","86","57","57","58","71","46","46","45","46","92","67","71","77","64","38","14","67","45","77","47","100","54"
"22","2282","Viktoriagården","","","","40% - 60%","0","100","14","33","5","95","86","85","100","80","79","95","88","84","100","100","100","95","74","81","29","100","71","100","43","100","95"
"22","2282","Viktoriagården","Viktoriagården 1","","","40% - 60%","0","100","18","41","0","100","94","81","100","75","73","94","85","80","100","100","100","94","73","82","35","100","62","100","41","100","94"
"22","2283","Graningebyn","","","","60% - 80%","0","100","22","44","11","100","78","78","100","100","89","100","86","75","100","100","100","100","88","88","38","50","x","100","67","100","100"
"22","2283","Gunillagården","","","","20% - 40%","0","100","14","29","0","x","71","x","x","57","57","71","57","43","86","x","86","57","x","29","x","x","x","x","29","x","71"
"22","2283","Nipudden","","","","40% - 60%","0","100","33","33","11","100","89","78","88","89","88","100","50","71","100","100","100","100","71","100","50","100","x","100","56","x","100"
"22","2283","Skärvstagården","","","","40% - 60%","0","100","23","32","6","89","66","58","54","76","72","80","40","54","91","80","88","86","59","32","20","67","57","85","34","82","81"
"22","2283","Skärvstagården","Skärvstagården 1B + 1C","","","40% - 60%","0","100","29","x","0","x","71","71","x","71","71","86","x","x","71","x","86","86","x","29","x","x","x","86","43","x","86"
"22","2283","Skärvstagården","Skärvstagården 1D","","","60% - 80%","0","100","22","67","0","100","78","78","88","67","88","78","50","67","89","100","100","89","100","33","25","38","x","78","22","x","88"
"22","2283","Skärvstagården","Skärvstagården demenscentrum","","","40% - 60%","0","100","21","16","11","87","56","41","43","82","65","79","46","50","100","85","83","84","46","33","9","92","64","89","37","81","76"
"22","2283","Solgården","","","","20% - 40%","0","100","44","56","22","100","67","89","63","67","78","75","29","57","78","63","89","78","71","50","38","75","43","75","38","x","89"
"22","2283","Ärebo","","","","60% - 80%","0","100","23","62","23","77","86","43","33","71","71","85","54","64","86","58","86","79","58","50","17","77","36","79","57","86","77"
"22","2284","Arnäsgården VoB","","","","20% - 40%","0","100","67","50","33","x","78","89","88","89","67","89","71","78","89","56","89","78","89","89","63","56","71","88","63","x","89"
"22","2284","Arnäsgården VoB","VoB","","","20% - 40%","0","100","67","50","33","x","78","89","88","89","67","89","71","78","89","56","89","78","89","89","63","56","71","88","63","x","89"
"22","2284","Bjästa VoB","","","","20% - 40%","0","100","0","38","22","88","67","67","63","100","67","89","29","43","100","88","89","100","57","67","33","67","63","89","29","100","89"
"22","2284","Björkhem VoB","","","","20% - 40%","0","100","13","50","0","x","63","71","x","88","57","100","x","71","100","75","88","100","x","71","38","100","x","100","43","100","86"
"22","2284","Björnaborg VoB","","","","40% - 60%","0","100","13","47","13","80","73","60","58","88","81","64","38","43","100","73","100","87","71","56","21","83","55","71","7","70","80"
"22","2284","Björnaborg VoB","VoB","","","40% - 60%","0","100","17","42","0","80","77","54","50","85","77","58","33","38","100","69","100","85","67","54","25","80","50","67","8","67","83"
"22","2284","Båtsmanstorpet VoB","","","","60% - 80%","0","100","38","60","13","92","82","69","50","94","69","65","29","57","88","60","100","82","38","44","19","75","56","75","65","100","82"
"22","2284","Husum Vård-och omsorgsboende","","","","40% - 60%","0","100","13","44","19","91","64","67","64","40","64","88","50","77","100","92","93","81","62","62","33","75","69","86","40","80","80"
"22","2284","Husum Vård-och omsorgsboende","VoB","","","60% - 80%","0","100","7","40","13","90","62","64","62","36","62","87","56","75","100","92","92","80","58","58","36","73","67","85","43","78","79"
"22","2284","Lejonbacken VoB","","","","20% - 40%","0","100","25","31","25","100","75","71","31","82","71","76","54","60","100","75","94","94","63","56","29","88","86","93","53","93","80"
"22","2284","Lejonbacken VoB","plan 7 -8 VoB","","","40% - 60%","0","100","14","14","14","x","63","63","14","63","63","63","57","50","100","63","88","88","50","57","13","88","71","88","38","88","75"
"22","2284","Lingbo A Vård-och Omsorgsboende","","","","60% - 80%","0","100","8","23","8","75","62","36","36","100","82","75","50","69","92","89","92","100","50","38","27","85","55","77","36","91","83"
"22","2284","Lingbo A Vård-och Omsorgsboende","VoB","","","60% - 80%","0","100","11","33","11","x","56","44","x","100","78","75","38","67","89","86","100","100","44","38","38","78","57","67","44","86","78"
"22","2284","Lingbo B Vård-och Omsorgsboende","","","","40% - 60%","0","100","23","8","23","70","83","62","78","83","69","50","45","50","92","70","100","67","50","46","20","73","50","80","27","82","75"
"22","2284","Lingbo B Vård-och Omsorgsboende","VoB","","","40% - 60%","0","100","20","11","20","75","89","50","x","78","70","50","44","50","90","63","100","67","x","30","25","78","63","75","33","75","67"
"22","2284","Mogårn Vård-och Omsorgsboende","","","","20% - 40%","0","100","25","0","25","x","71","75","88","67","78","100","x","71","100","75","100","100","x","56","25","86","x","100","38","x","88"
"22","2284","Myrtengården VoB","","","","40% - 60%","0","100","25","27","13","88","83","77","58","77","75","73","57","62","100","80","87","86","82","47","21","73","73","73","40","92","80"
"22","2284","Prästbordet VoB","","","","40% - 60%","0","100","25","67","25","78","100","73","36","91","73","100","73","67","100","90","92","100","67","73","20","100","100","100","50","100","100"
"22","2284","Prästbordet VoB","VoB","","","40% - 60%","0","100","27","73","27","78","100","70","30","90","70","100","73","67","100","90","91","100","67","70","20","100","100","100","55","100","100"
"22","2284","Rönnen Vård-och Omsorgsboende","","","","60% - 80%","0","100","19","31","27","92","83","92","77","88","80","80","64","70","100","90","96","92","69","46","39","87","65","92","56","96","88"
"22","2284","Rönnen Vård-och Omsorgsboende","VoB","","","60% - 80%","0","100","18","32","23","90","86","95","77","86","90","81","64","65","100","88","100","100","73","45","40","95","73","90","48","100","91"
"22","2284","Sörgården VoB","","","","40% - 60%","0","100","23","15","31","75","64","38","40","69","62","62","36","27","100","73","85","85","58","46","23","92","67","69","33","64","69"
"22","2284","Sörgården VoB","VoB","","","40% - 60%","0","100","25","25","25","88","86","38","x","75","88","100","57","43","100","x","75","100","71","63","25","88","50","75","29","x","88"
"22","2284","Söränget Vård-och Omsorgsboende","","","","40% - 60%","0","100","22","22","0","100","67","75","75","63","56","78","38","43","89","86","100","89","71","44","50","89","63","89","78","x","78"
"22","2284","Valla Vård-och Omsorgsboende","","","","20% - 40%","0","100","30","10","30","33","67","50","50","60","70","89","60","50","100","78","78","90","50","44","11","100","63","60","60","78","44"
"22","2284","Valla Vård-och Omsorgsboende","VoB","","","20% - 40%","0","100","29","14","29","29","x","57","x","43","57","x","71","43","x","x","x","86","x","x","x","x","x","43","57","x","x"
"22","2284","Örnsköldsgården VoB","","","","40% - 60%","0","100","43","48","14","93","85","70","47","62","63","55","33","45","95","71","90","85","60","43","35","82","57","85","40","73","80"
"23","2303","Bergegården","","","","40% - 60%","0","100","13","50","0","100","75","75","x","75","88","88","75","88","100","86","100","100","x","x","29","x","x","75","57","100","88"
"23","2303","Nipängen","","","","40% - 60%","0","100","25","38","19","92","87","62","69","77","69","93","57","82","94","75","93","93","100","57","57","100","55","93","67","86","87"
"23","2303","Nyviksvägen","","","","60% - 80%","0","100","19","48","0","93","84","53","60","70","53","65","47","75","100","81","85","75","63","56","25","68","50","80","25","83","85"
"23","2303","Nyviksvägen","Våning 1","","","60% - 80%","0","100","23","46","0","89","75","58","50","83","73","58","60","70","100","89","83","75","70","58","33","55","x","75","25","86","83"
"23","2303","Nyviksvägen","Våning 2","","","40% - 60%","0","100","13","50","0","x","100","43","x","50","25","75","29","x","100","71","88","75","x","x","13","88","x","88","25","x","88"
"23","2305","Gellinergården","","","","40% - 60%","0","100","9","18","9","100","73","64","80","100","73","64","50","67","100","89","91","100","89","64","9","78","71","73","45","88","100"
"23","2305","Gimsätra","","","","60% - 80%","0","100","35","35","31","88","84","56","60","61","69","84","47","63","100","89","95","79","60","50","33","71","64","89","28","87","84"
"23","2305","Tallgläntan","","","","40% - 60%","0","100","28","39","6","93","71","76","67","88","67","82","62","63","88","79","94","89","75","31","41","88","77","81","47","100","88"
"23","2309","Blomstergården","","","","60% - 80%","0","100","32","53","27","97","81","84","59","74","87","83","58","64","100","94","100","97","60","60","36","89","72","97","40","100","91"
"23","2309","Blomstergården","Orion","","","60% - 80%","0","100","50","64","29","100","93","93","73","79","100","93","82","83","100","100","100","93","67","92","50","93","82","100","43","100","100"
"23","2309","Hällebo","","","","40% - 60%","0","100","29","44","18","77","75","88","79","100","88","75","64","58","100","93","88","93","50","33","36","88","60","88","47","100","100"
"23","2309","Solbacka","","","","60% - 80%","0","100","29","43","20","94","80","63","59","95","81","76","56","56","100","74","84","95","72","68","40","68","82","86","33","91","75"
"23","2313","Granbacken","","","","20% - 40%","0","100","0","22","20","100","100","30","44","90","80","60","0","40","100","67","90","90","56","22","20","90","63","80","60","86","80"
"23","2313","Levinsgården","","","","80% - 100%","0","100","25","18","17","100","80","55","67","92","67","80","25","43","100","86","73","90","x","40","30","91","57","100","36","100","100"
"23","2313","Solbacken","","","","40% - 60%","0","100","8","55","0","92","78","55","50","58","36","58","x","60","100","100","91","100","25","22","44","91","33","100","21","92","75"
"23","2313","Älvgården","","","","60% - 80%","0","100","25","38","25","100","86","79","67","93","80","80","90","64","93","75","100","93","54","54","11","93","93","88","44","100","94"
"23","2313","Åshamra","","","","40% - 60%","0","100","22","33","26","100","74","70","67","100","89","85","64","72","100","84","90","85","60","75","37","84","71","90","37","100","95"
"23","2321","Notvallen","","","","60% - 80%","0","100","47","58","32","93","94","94","62","84","88","100","67","93","100","93","94","95","67","63","59","86","62","94","53","80","88"
"23","2321","Thomégården","","","","40% - 60%","0","100","40","50","30","89","64","55","90","64","73","82","67","90","100","100","100","100","60","80","55","80","56","91","44","100","91"
"23","2326","Dalsätra","","","","40% - 60%","0","100","23","15","15","91","62","69","67","83","69","58","44","60","92","82","100","92","55","62","9","82","91","77","38","91","83"
"5","580","Möjetorp","","","","40% - 60%","100","0","0","38","13","88","78","56","78","100","89","71","57","57","100","86","100","89","89","100","22","100","x","89","67","x","100"
"23","2326","Tallgläntan","","","","40% - 60%","0","100","29","x","x","x","x","x","x","71","x","x","x","x","x","x","71","x","x","x","x","x","x","x","x","x","x"
"23","2326","Treklövern","","","","60% - 80%","0","100","10","30","20","100","78","67","x","78","78","70","75","50","90","90","100","89","88","44","22","89","63","80","20","x","80"
"23","2361","Funäsdalen","","","","40% - 60%","0","100","21","57","0","100","83","45","44","77","62","67","63","30","92","75","91","77","20","64","38","80","70","60","29","100","75"
"23","2361","Funäsdalen","Fjällsol Servicehus","","","40% - 60%","0","100","25","58","0","100","83","50","50","75","67","64","63","33","92","75","90","75","22","70","42","78","67","56","25","100","73"
"23","2361","Hede","","","","40% - 60%","0","100","27","50","13","93","73","86","64","87","83","87","50","79","100","85","100","85","82","69","7","85","75","100","40","75","93"
"23","2361","Hede","Hedegården Hede","","","40% - 60%","0","100","27","50","13","93","73","86","64","87","83","87","50","79","100","85","100","85","82","69","7","85","75","100","40","75","93"
"23","2361","Sveg","","","","40% - 60%","0","100","33","29","24","88","71","53","33","48","53","50","28","33","79","65","74","65","41","40","20","63","26","81","24","71","65"
"23","2361","Sveg","Senioren Servicehus","","","40% - 60%","0","100","38","31","15","100","75","55","33","62","62","58","27","46","75","69","75","69","45","42","8","62","15","77","15","80","69"
"23","2361","Vemdalen","","","","40% - 60%","0","100","x","x","x","100","100","x","86","100","x","71","x","x","100","100","100","100","x","100","29","71","57","86","29","x","86"
"23","2361","Vemdalen","Fjällglimten","","","40% - 60%","0","100","x","x","x","100","100","x","86","100","x","71","x","x","100","100","100","100","x","100","29","71","57","86","29","x","86"
"23","2380","Strukturrutan","","","","60% - 80%","100","0","28","31","19","83","64","40","45","83","70","69","39","61","96","77","85","96","27","60","17","93","61","92","59","82","67"
"23","2380","Strukturrutan","Myran","","","60% - 80%","100","0","20","30","10","x","50","25","x","89","63","44","50","78","100","67","90","100","11","13","10","100","44","90","40","x","60"
"23","2380","Strukturrutan","Rådmansgatan","","","60% - 80%","100","0","33","31","25","83","71","47","59","80","73","82","33","50","94","85","81","93","38","82","21","88","71","94","71","75","71"
"23","2380","Vardaga AB","","","","40% - 60%","100","0","23","29","14","85","64","40","49","75","63","58","41","63","96","73","85","83","51","40","22","77","65","78","31","86","69"
"17","1780","Herrhagen","Sveagatan","","","40% - 60%","100","0","36","45","9","x","75","50","10","83","73","75","x","44","100","80","91","92","67","18","27","90","50","91","42","82","83"
"13","1383","Entreprenad","Vardaga","","","40% - 60%","100","0","14","24","17","76","69","54","71","81","72","72","54","79","94","78","89","89","59","50","20","84","68","80","56","84","86"
"13","1384","Vickan","","","","60% - 80%","100","0","50","61","28","100","83","83","89","94","68","79","41","82","100","88","89","94","76","79","53","60","40","89","47","92","100"
"5","580","Ånestad","","","","60% - 80%","100","0","6","47","18","71","71","75","60","82","56","69","38","59","94","88","88","100","71","80","24","94","60","82","65","92","82"
"23","2380","Östersunds Kommun","","","","40% - 60%","0","100","23","40","17","88","65","60","61","77","65","66","44","58","94","78","86","82","55","51","29","84","65","80","42","86","78"
"23","2380","Östersunds Kommun","Bonden","","","60% - 80%","0","100","36","45","45","88","55","70","44","73","73","73","80","70","91","80","82","73","50","55","60","80","71","82","27","x","78"
"23","2380","Östersunds Kommun","Brevbäraren","","","40% - 60%","0","100","x","57","29","x","100","71","x","71","86","71","x","71","100","x","100","86","71","71","43","100","x","100","57","x","100"
"23","2380","Östersunds Kommun","Frösöstrand","","","60% - 80%","0","100","17","28","11","86","68","78","87","84","63","83","54","50","95","89","100","95","41","60","27","100","70","100","32","94","84"
"23","2380","Östersunds Kommun","Fältvägen","","","60% - 80%","0","100","26","39","11","100","47","68","74","72","47","45","31","60","95","75","80","85","41","44","11","79","59","72","62","81","60"
"23","2380","Östersunds Kommun","Hemgården","","","40% - 60%","0","100","14","29","13","x","63","88","x","100","100","75","86","x","100","x","100","100","88","43","x","88","x","88","38","100","100"
"23","2380","Östersunds Kommun","Häradsgården","","","40% - 60%","0","100","6","44","17","100","56","60","55","63","53","42","27","17","78","67","68","61","53","27","35","75","36","63","26","82","67"
"23","2380","Östersunds Kommun","Löjtnantsgården","","","40% - 60%","0","100","29","29","14","x","x","x","x","86","x","57","x","86","100","x","100","71","x","x","43","100","x","86","43","x","x"
"23","2380","Östersunds Kommun","Mobacka","","","40% - 60%","0","100","22","50","22","50","67","56","57","78","63","78","43","50","100","100","78","89","75","50","44","86","86","88","63","x","75"
"23","2380","Östersunds Kommun","Skogsbruksvägen 131","","","40% - 60%","0","100","46","38","15","89","85","75","75","77","58","62","50","73","92","77","85","83","45","64","23","91","80","92","58","71","92"
"23","2380","Östersunds Kommun","Solsången","","","40% - 60%","0","100","30","40","20","100","70","50","89","100","90","50","56","56","100","78","90","90","67","70","30","89","56","89","60","100","90"
"23","2380","Östersunds Kommun","Tallbacka","","","60% - 80%","0","100","0","33","14","86","75","67","67","73","73","83","27","73","93","91","82","91","55","55","27","75","64","77","43","100","83"
"23","2380","Östersunds Kommun","Trossgränd","","","40% - 60%","0","100","33","33","22","x","50","22","14","88","50","67","x","50","100","57","78","67","57","x","29","88","86","56","56","57","63"
"23","2380","Östersunds Kommun","Västervik","","","40% - 60%","0","100","7","40","20","90","50","46","46","86","71","93","46","73","100","64","82","86","55","79","23","93","73","71","33","78","64"
"23","2380","Östersunds Kommun","Ängegården","","","60% - 80%","0","100","39","52","10","96","73","55","56","71","62","72","32","54","97","75","90","80","64","33","29","68","57","79","27","79","80"
"24","2401","Strandholmen","","","","40% - 60%","0","100","26","46","0","100","76","52","44","85","72","59","23","52","92","71","77","88","42","35","44","83","55","92","50","86","88"
"24","2401","Strandholmen","Näset","","","80% - 100%","0","100","14","43","0","x","x","43","29","86","x","71","x","x","x","x","x","x","14","14","43","x","x","86","43","86","x"
"24","2401","Tallbacken","","","","40% - 60%","0","100","13","46","7","80","83","75","64","85","73","79","58","62","100","89","86","100","40","23","44","100","69","93","64","93","80"
"24","2401","Tallbacken","Ettan","","","60% - 80%","0","100","13","57","13","x","x","x","x","86","x","88","71","75","100","x","100","100","x","x","x","100","71","88","63","86","75"
"24","2401","Tallbacken","Åsen","","","40% - 60%","0","100","14","x","0","x","x","x","x","x","x","x","x","x","x","x","71","100","x","0","x","100","x","100","x","100","86"
"24","2403","Bjuregården","","","","40% - 60%","0","100","10","50","18","100","64","44","33","100","78","82","13","78","100","75","100","100","25","11","30","80","56","91","27","78","90"
"24","2403","Älvgården","","","","60% - 80%","0","100","33","44","11","100","70","60","78","60","78","60","30","50","90","50","70","80","89","70","30","60","38","70","40","71","70"
"24","2404","Almagården","","","","40% - 60%","0","100","18","27","0","100","73","55","50","82","73","82","44","60","90","80","91","91","45","36","36","82","36","100","36","88","73"
"24","2404","Älvbacken","","","","40% - 60%","0","100","21","42","13","82","61","58","76","74","64","55","35","62","96","68","79","79","37","52","14","65","43","75","30","84","64"
"24","2404","Älvbacken","Avdelning 4","","","60% - 80%","0","100","14","57","14","x","57","43","x","x","71","x","x","x","100","57","86","100","x","x","x","x","x","71","29","x","86"
"24","2409","Edfastgården","","","","60% - 80%","0","100","46","54","62","91","73","83","60","83","82","92","73","90","92","100","92","92","83","92","67","83","50","92","42","100","85"
"24","2409","Lövlunden","","","","40% - 60%","0","100","29","47","44","100","94","87","73","88","81","100","62","87","100","94","94","94","85","81","50","71","36","89","58","100","89"
"24","2409","Nysätragården","","","","60% - 80%","0","100","13","19","31","93","56","64","25","87","88","73","67","80","100","80","100","93","54","63","50","86","45","100","31","100","93"
"24","2409","Nysätragården","Rosen","","","80% - 100%","0","100","0","29","14","x","43","x","x","x","86","x","x","x","100","x","x","86","x","57","43","x","x","x","43","x","x"
"24","2417","Bäckgården","","","","80% - 100%","0","100","x","x","x","100","100","100","86","100","100","86","x","86","100","86","x","x","x","100","x","x","x","x","86","x","100"
"24","2417","Solbacka","","","","40% - 60%","0","100","30","55","25","94","79","83","29","70","80","76","50","58","90","67","95","84","50","32","47","89","61","84","42","94","90"
"24","2418","Miklagård","","","","40% - 60%","0","100","18","55","0","78","90","64","75","55","60","70","44","67","100","67","82","91","50","30","45","70","13","91","55","88","64"
"24","2421","Blåsippan","","","","60% - 80%","0","100","22","78","11","89","75","67","50","100","57","89","x","x","89","43","89","75","71","56","43","100","86","100","56","x","100"
"24","2421","Sibyllagården","","","","40% - 60%","0","100","60","60","50","75","60","60","38","70","60","56","50","70","78","88","80","88","70","44","44","100","71","90","60","x","80"
"24","2421","Tranan","","","","60% - 80%","0","100","46","44","21","96","79","59","42","73","71","89","58","68","97","76","86","97","62","63","48","63","56","89","59","95","82"
"24","2421","Vikbacka","","","","20% - 40%","0","100","0","38","0","x","x","29","x","63","29","29","x","x","100","x","88","71","x","14","x","57","63","75","63","x","75"
"24","2425","Bergvattengården","","","","40% - 60%","0","100","26","17","4","100","83","45","33","83","73","64","33","55","87","71","83","78","25","24","23","84","59","70","17","75","70"
"24","2425","Bergvattengården","Björnstigen","","","40% - 60%","0","100","38","50","13","100","88","25","38","75","88","63","38","71","75","57","75","63","29","38","13","71","x","63","0","x","63"
"24","2460","Borgmästargården","","","","60% - 80%","0","100","7","54","21","100","50","43","23","64","29","29","36","29","71","50","79","46","33","14","21","77","42","54","14","77","69"
"24","2460","Hjorten","","","","40% - 60%","0","100","38","75","25","x","63","25","38","75","63","100","x","x","100","100","88","100","71","75","43","63","38","88","x","x","88"
"24","2460","Äldrecenter","","","","40% - 60%","0","100","24","71","35","88","83","82","35","67","63","67","42","64","100","71","83","94","53","38","50","87","55","94","44","87","88"
"24","2462","Saxnäsgården","","","","60% - 80%","0","100","38","50","25","100","63","63","50","88","100","88","43","75","88","75","100","88","63","38","50","75","13","100","50","x","88"
"24","2462","Strandbacka","","","","40% - 60%","0","100","36","64","45","x","67","64","50","100","90","92","44","90","100","100","100","91","64","50","50","90","78","91","50","88","91"
"24","2462","Strandbacka","Fjälluggla","","","60% - 80%","0","100","x","x","x","x","57","71","x","100","x","100","x","x","100","x","x","x","71","57","x","x","x","x","43","x","86"
"24","2462","Tallbacka","","","","40% - 60%","0","100","14","45","15","90","70","65","71","78","95","78","55","63","100","86","78","87","50","55","24","62","38","90","41","88","86"
"24","2462","Tallbacka","Röd","","","60% - 80%","0","100","10","40","11","100","73","64","90","82","100","91","60","78","100","100","82","91","60","64","36","80","36","100","36","x","91"
"24","2462","Åsbacka","","","","40% - 60%","0","100","10","35","25","100","69","60","53","63","61","75","44","62","100","76","94","80","40","37","39","88","14","85","53","85","80"
"24","2462","Åsbacka","Rönnen","","","60% - 80%","0","100","13","38","13","x","x","63","43","43","x","63","x","x","100","x","x","75","x","50","x","100","x","75","71","x","75"
"24","2463","Åseborg","","","","40% - 60%","0","100","38","53","31","93","63","73","44","94","75","93","63","60","94","73","93","80","54","53","53","79","36","81","38","82","88"
"24","2463","Åseborg","Svalan","","","80% - 100%","0","100","33","63","33","89","44","75","22","89","56","89","56","56","89","56","88","75","x","50","38","75","25","78","33","x","78"
"24","2480","Aktrisen VoB","","","","40% - 60%","0","100","22","22","6","71","72","75","73","69","65","71","38","43","100","94","94","94","47","27","25","65","47","89","33","92","94"
"24","2480","Berghems VoB","","","","40% - 60%","0","100","18","55","45","71","82","45","36","55","55","82","60","78","100","100","80","91","60","45","18","70","30","82","45","x","82"
"24","2480","Bruksbacken VoB","","","","40% - 60%","0","100","46","58","33","95","83","88","65","88","91","68","55","63","100","86","87","87","58","55","40","81","69","96","52","100","77"
"24","2480","Bäckbacka servicehus","","","","60% - 80%","100","0","22","67","33","75","67","100","63","89","88","89","78","71","89","89","88","89","88","50","50","78","63","88","67","88","89"
"24","2480","Dragonens VoB","","","","40% - 60%","0","100","42","42","15","76","80","75","29","65","54","50","40","48","100","83","80","85","57","32","52","83","75","78","42","88","75"
"24","2480","Eriksdal VoB","","","","40% - 60%","0","100","33","36","7","75","87","87","86","79","77","86","45","55","100","91","100","93","90","57","42","80","71","93","71","92","92"
"24","2480","Ersboda VoB","","","","40% - 60%","0","100","33","67","0","100","58","91","90","82","73","73","44","45","100","73","91","91","91","73","30","90","60","92","64","100","92"
"24","2480","Haga VoB","","","","40% - 60%","0","100","27","39","13","83","65","63","53","71","74","81","44","69","97","86","95","89","69","49","33","84","60","89","61","93","84"
"24","2480","Haga VoB","Haga Gruppboende","","","20% - 40%","0","100","29","29","29","80","69","50","54","79","71","77","46","58","100","85","93","79","40","23","38","79","73","79","50","100","79"
