"Länskod","Kommunkod","Nivå 1","Nivå 2","Nivå 3","Nivå 4","Totalt, andel svar, procent","Enskild","Offentlig","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F16","F17","F18","F19","F20","F21","F22","F23","F25","F27","F24"
"4","483","Särskilt boende äldre","Lövåsgården","Vårdboende","","40% - 60%","0","100","27","55","18","90","64","55","64","55","40","64","27","50","100","91","92","75","55","58","27","64","50","67","42","67","75"
"4","483","Särskilt boende äldre","Norrgläntan","","","40% - 60%","0","100","33","27","8","100","80","82","82","80","90","90","71","56","100","70","100","90","63","82","20","75","43","82","33","82","80"
"4","483","Särskilt boende äldre","Strandgården","","","40% - 60%","0","100","12","27","8","87","71","64","83","77","76","58","48","58","96","84","88","88","43","38","36","57","33","88","31","75","80"
"4","483","Särskilt boende äldre","Strandgården","Demensboende","","20% - 40%","0","100","0","0","14","x","x","57","71","86","71","57","x","57","100","x","100","71","29","71","29","86","x","100","43","71","x"
"4","483","Särskilt boende äldre","Strandgården","Vårdboende","","60% - 80%","0","100","16","37","5","88","72","67","88","74","78","58","61","59","95","84","82","94","50","24","39","44","27","84","26","76","79"
"4","483","Särskilt boende äldre","Vallgården","","","40% - 60%","0","100","44","56","30","x","78","90","89","80","90","78","70","89","100","89","100","100","78","78","33","67","56","100","60","100","100"
"4","483","Särskilt boende äldre","Vallgården","Vårdboende","","80% - 100%","0","100","38","63","22","x","75","89","88","78","89","75","67","88","100","88","100","100","75","75","38","63","50","100","56","100","100"
"4","483","Särskilt boende äldre","Yngaregården","","","40% - 60%","0","100","60","78","30","89","78","89","75","100","78","78","78","75","100","90","90","89","100","56","88","63","71","88","57","x","100"
"4","484","Djurgården","","","","40% - 60%","0","100","10","25","24","38","38","33","33","55","56","52","44","33","90","79","68","72","36","29","44","56","60","85","30","63","59"
"4","484","Djurgården","Djurgården 1","","","40% - 60%","0","100","0","17","17","44","44","33","30","64","60","75","57","x","91","86","60","78","63","44","56","50","86","91","36","70","67"
"4","484","Djurgården","Djurgården 2","","","40% - 60%","0","100","22","38","33","x","29","33","38","44","50","22","33","44","89","71","78","67","x","13","29","63","38","78","22","56","50"
"4","484","Ekebo","","","","60% - 80%","0","100","30","40","5","62","74","61","88","68","72","58","40","53","90","68","75","70","44","55","45","75","61","70","53","73","70"
"4","484","Ekebo","Äldreboende","","","60% - 80%","0","100","30","40","5","62","74","61","88","68","72","58","40","53","90","68","75","70","44","55","45","75","61","70","53","73","70"
"4","484","Ekebyvägen","","","","20% - 40%","100","0","10","30","20","100","100","88","100","67","67","89","71","63","89","88","89","89","67","89","44","75","86","100","70","90","78"
"4","484","Ekebyvägen","Demensboende","","","20% - 40%","100","0","10","30","20","100","100","88","100","67","67","89","71","63","89","88","89","89","67","89","44","75","86","100","70","90","78"
"4","484","Eskilshem","","","","40% - 60%","100","0","28","36","28","71","74","39","28","64","55","71","33","33","88","56","83","75","28","24","35","56","29","78","48","67","75"
"4","484","Eskilshem","Demensboende","","","40% - 60%","100","0","28","36","28","71","74","39","28","64","55","71","33","33","88","56","83","75","28","24","35","56","29","78","48","67","75"
"4","484","Lagersbergsgården","","","","40% - 60%","0","100","37","43","14","73","73","66","79","70","61","75","48","61","92","83","88","85","75","68","37","81","49","83","49","87","90"
"4","484","Lagersbergsgården","Lagersbergsgården 1","","","60% - 80%","0","100","24","38","24","76","95","55","85","63","65","75","72","88","90","94","90","86","83","74","35","79","33","80","65","67","100"
"4","484","Lagersbergsgården","Lagersbergsgården 2","","","60% - 80%","0","100","50","41","6","67","65","71","94","59","59","76","60","69","100","94","88","94","59","82","40","88","60","88","44","91","88"
"4","484","Lagersbergsgården","Lagersbergsgården 3","","","60% - 80%","0","100","40","50","5","85","60","72","67","75","65","70","32","42","90","68","85","85","82","56","37","78","47","84","45","100","85"
"4","484","Lagersbergsgården","Lagersbergsgården 4","","","20% - 40%","0","100","33","22","22","x","75","67","63","100","63","86","x","x","100","x","88","100","x","x","25","x","x","75","56","86","88"
"4","484","Lagersbergsgården","Lagersbergsgården 5","","","40% - 60%","0","100","40","60","20","88","70","67","71","70","50","78","22","50","80","88","89","56","86","56","44","75","x","88","30","x","88"
"4","484","Marielund Demensboende","","","","60% - 80%","0","100","45","18","27","100","78","89","88","100","100","80","x","50","90","88","91","91","63","70","33","78","43","91","55","91","91"
"4","484","Marielund Demensboende","Marielund 2","","","60% - 80%","0","100","45","18","27","100","78","89","88","100","100","80","x","50","90","88","91","91","63","70","33","78","43","91","55","91","91"
"4","484","Marielund Äldreboende","","","","40% - 60%","0","100","27","47","13","93","80","79","58","71","71","62","38","36","87","91","92","79","90","55","18","77","54","93","53","92","100"
"4","484","Marielund Äldreboende","Marielund 1","","","40% - 60%","0","100","27","47","13","93","80","79","58","71","71","62","38","36","87","91","92","79","90","55","18","77","54","93","53","92","100"
"4","484","Måsta Äng","","","","40% - 60%","0","100","30","35","19","88","84","62","77","80","77","80","44","47","100","84","96","100","39","46","43","88","84","92","48","88","85"
"4","484","Måsta Äng","Måsta Äng 2","","","40% - 60%","0","100","27","43","20","90","86","93","93","86","93","93","71","60","100","100","100","100","50","64","55","100","100","100","47","93","100"
"4","484","Måsta Äng","Måsta Äng 3","","","40% - 60%","0","100","33","33","11","x","89","33","x","67","67","56","38","29","100","63","89","100","33","33","22","67","x","78","44","86","78"
"4","484","Oxen","","","","40% - 60%","0","100","20","30","20","57","60","44","22","44","56","50","29","78","100","67","67","89","33","67","22","80","67","56","50","86","67"
"4","484","Oxen","Äldreboende","","","40% - 60%","0","100","20","30","20","57","60","44","22","44","56","50","29","78","100","67","67","89","33","67","22","80","67","56","50","86","67"
"4","484","Skogsgläntan","","","","40% - 60%","0","100","36","55","9","88","91","91","91","82","73","91","78","63","100","91","91","100","78","100","56","73","67","100","70","100","90"
"4","484","Skogsgläntan","Skogsgläntan","","","40% - 60%","0","100","36","55","9","88","91","91","91","82","73","91","78","63","100","91","91","100","78","100","56","73","67","100","70","100","90"
"4","484","Solåsen","","","","40% - 60%","0","100","42","58","25","70","75","55","64","64","55","67","44","55","100","70","92","83","60","83","58","92","30","75","58","x","75"
"4","484","Solåsen","Äldreboende","","","40% - 60%","0","100","42","58","25","70","75","55","64","64","55","67","44","55","100","70","92","83","60","83","58","92","30","75","58","x","75"
"4","484","Torshälla","","","","40% - 60%","0","100","36","40","24","100","80","52","55","71","77","79","39","70","96","76","76","83","61","64","35","87","73","80","40","85","67"
"4","484","Torshälla","Snäckberget","","","40% - 60%","0","100","56","67","22","100","100","57","67","78","88","89","25","75","88","63","89","78","x","88","33","89","67","78","44","71","67"
"4","484","Torshälla","Snäckberget","Äldreboende","","40% - 60%","0","100","57","57","14","x","100","x","71","71","x","86","29","x","86","x","86","71","x","x","29","86","57","71","43","x","57"
"4","484","Torshälla","Spångagården","","","40% - 60%","0","100","25","25","25","100","69","50","46","67","71","73","50","67","100","85","69","87","58","50","36","86","77","81","38","92","67"
"4","484","Torshälla","Spångagården","Spångagården Fridhem/Hagalund","","40% - 60%","0","100","20","30","10","100","80","50","57","67","56","60","43","60","100","75","50","89","x","50","30","89","75","80","30","100","67"
"4","484","Torshälla","Spångagården","Spångagården Torsiliahemmet","","20% - 40%","0","100","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x"
"4","484","Trumslagargården 2","","","","40% - 60%","0","100","27","64","0","88","70","67","86","64","67","91","67","78","100","100","100","100","56","50","55","89","50","100","36","100","82"
"4","484","Trumslagargården 2","Äldreboende","","","40% - 60%","0","100","27","64","0","88","70","67","86","64","67","91","67","78","100","100","100","100","56","50","55","89","50","100","36","100","82"
"4","484","Tunagården","","","","40% - 60%","0","100","19","35","10","91","70","59","81","67","63","63","40","53","93","85","93","82","54","42","34","85","62","82","44","88","76"
"4","484","Tunagården","Tunagården 1","","","40% - 60%","0","100","24","50","6","83","76","75","93","88","73","75","60","55","100","77","100","88","75","47","50","100","75","94","60","93","94"
"4","484","Tunagården","Tunagården 2","","","40% - 60%","0","100","5","20","10","100","67","44","65","50","39","53","18","43","90","94","94","85","39","20","22","78","54","75","50","79","60"
"4","484","Tunagården","Tunagården 3","","","40% - 60%","0","100","29","38","14","88","68","59","85","68","76","64","42","60","91","82","86","75","56","60","35","80","59","80","26","93","76"
"4","484","Ärlagården","","","","40% - 60%","0","100","30","0","0","63","30","40","33","40","50","80","43","50","78","75","100","89","38","78","38","63","63","70","20","63","78"
"4","484","Ärlagården","Ärlagården","","","40% - 60%","0","100","30","0","0","63","30","40","33","40","50","80","43","50","78","75","100","89","38","78","38","63","63","70","20","63","78"
"4","484","Åbacken","","","","60% - 80%","0","100","16","35","19","84","87","79","58","78","68","78","68","74","97","82","92","92","68","69","23","79","43","92","60","92","86"
"4","484","Åbacken","Åbacken 1","","","60% - 80%","0","100","14","36","7","77","92","86","77","85","69","79","75","93","100","100","92","100","67","83","23","83","56","100","77","89","100"
"4","484","Åbacken","Åbacken 2","","","60% - 80%","0","100","17","35","26","92","83","75","44","74","67","77","60","59","96","70","91","87","69","60","24","76","36","87","50","94","77"
"4","486","Hammargården","","","","40% - 60%","0","100","33","53","6","88","88","75","73","72","80","69","54","57","100","85","93","100","85","67","50","92","63","81","65","83","94"
"4","486","Hammargården","Hammargården Domherren","","","80% - 100%","0","100","50","50","0","86","100","71","86","63","x","43","x","43","100","x","x","x","x","x","x","x","43","71","63","x","100"
"4","486","Isabellagården","","","","40% - 60%","0","100","22","35","9","53","52","35","63","43","40","59","25","42","87","59","76","68","50","57","19","78","56","74","27","73","59"
"4","486","Isabellagården","Isabellagården 1","","","40% - 60%","0","100","15","35","10","50","53","35","64","42","41","58","23","47","85","60","78","65","50","61","22","81","57","71","25","67","60"
"4","486","Kristinagården","","","","60% - 80%","0","100","19","38","14","94","64","64","82","63","67","82","52","64","100","88","85","94","67","56","28","65","55","88","38","81","74"
"4","486","Kristinagården","Kristinagården 1","","","60% - 80%","0","100","29","27","14","100","64","59","85","68","62","76","60","60","100","86","90","100","53","48","32","67","59","86","43","75","73"
"4","486","Kristinagården","Kristinagården 2","","","40% - 60%","0","100","7","53","13","83","64","71","79","54","75","92","43","69","100","92","77","85","90","69","23","62","50","92","31","x","77"
"4","486","Mariagården","","","","60% - 80%","0","100","32","48","14","68","82","75","85","86","64","71","44","56","91","90","82","82","61","86","20","85","68","77","55","88","82"
"4","486","Mariagården","Mariagården grupp 2","","","80% - 100%","0","100","14","x","29","86","86","x","x","100","71","86","x","x","86","x","71","86","x","x","x","x","x","86","71","x","86"
"4","486","Riagården","","","","40% - 60%","0","100","38","56","29","100","63","63","67","56","71","69","50","73","94","100","93","100","69","71","54","79","73","86","38","100","88"
"4","486","Sictoniagården","","","","40% - 60%","0","100","25","58","17","100","90","80","91","89","70","83","55","82","100","91","100","100","55","75","58","92","83","92","33","100","100"
"4","486","Thomasgården","","","","40% - 60%","0","100","33","40","13","45","67","69","8","60","60","60","20","50","100","67","80","79","55","46","38","77","75","53","27","86","67"
"4","486","Thomasgården","Thomasgården Plan 3","","","40% - 60%","0","100","25","25","0","x","63","x","x","63","63","75","29","63","100","75","75","75","x","57","50","63","71","50","38","100","63"
"4","486","Thomasgården","Thomasgården Plan 4","","","40% - 60%","0","100","43","57","29","29","71","43","x","57","57","43","x","x","100","57","86","x","x","x","x","x","x","57","14","71","71"
"4","488","Häradsgården","","","","40% - 60%","0","100","39","50","25","94","76","63","93","75","65","100","56","94","94","100","100","89","56","59","41","94","71","83","47","100","89"
"4","488","Trosagården","","","","60% - 80%","0","100","14","35","13","100","67","68","73","38","62","83","57","75","95","82","83","91","64","59","32","70","59","91","55","83","86"
"4","488","Trosagården","Grynnan","","","80% - 100%","0","100","13","22","0","100","88","63","75","25","44","56","63","63","88","67","78","78","56","63","44","56","38","75","22","x","88"
"4","488","Trosagården","Skäret","","","60% - 80%","0","100","14","43","29","100","43","86","86","57","x","100","71","x","100","100","86","100","86","71","43","86","86","100","86","100","86"
"5","509","Rosengården","","","","60% - 80%","0","100","38","50","13","100","100","100","88","86","100","88","57","x","100","86","100","88","x","75","38","86","x","86","50","x","100"
"5","509","Rosengården","Rosengården","","","60% - 80%","0","100","38","50","13","100","100","100","88","86","100","88","57","x","100","86","100","88","x","75","38","86","x","86","50","x","100"
"5","509","Solgården","","","","20% - 40%","0","100","27","45","30","100","100","70","82","82","45","64","56","70","100","89","91","91","60","73","20","100","80","100","50","100","90"
"5","509","Solgården","Solgården","","","20% - 40%","0","100","27","45","30","100","100","70","82","82","45","64","56","70","100","89","91","91","60","73","20","100","80","100","50","100","90"
"5","512","Solängen","","","","40% - 60%","0","100","13","40","7","93","79","60","60","80","60","60","46","47","93","67","87","87","23","53","25","62","54","80","47","77","73"
"5","512","Solängen","Solängen","","","40% - 60%","0","100","13","40","7","93","79","60","60","80","60","60","46","47","93","67","87","87","23","53","25","62","54","80","47","77","73"
"5","513","Horn","","","","40% - 60%","0","100","17","50","50","90","82","73","82","83","82","80","67","90","100","91","92","100","92","91","30","70","50","100","44","x","89"
"5","513","Horn","Stångågården","","","40% - 60%","0","100","17","50","50","90","82","73","82","83","82","80","67","90","100","91","92","100","92","91","30","70","50","100","44","x","89"
"5","513","Horn","Stångågården","Skogsgläntan","","40% - 60%","0","100","11","56","33","88","75","75","75","78","75","75","63","86","100","88","89","100","89","88","14","63","x","100","x","x","x"
"5","513","Kisa","","","","40% - 60%","0","100","32","50","13","100","55","60","55","65","80","59","35","67","91","77","91","77","76","57","19","43","47","78","26","93","65"
"5","513","Kisa","Bergdala","","","40% - 60%","0","100","32","50","13","100","55","60","55","65","80","59","35","67","91","77","91","77","76","57","19","43","47","78","26","93","65"
"5","513","Rimforsa","","","","40% - 60%","0","100","42","50","33","92","60","75","60","70","64","100","50","89","100","90","91","82","89","80","27","73","71","90","18","80","80"
"5","513","Rimforsa","Västerliden","","","40% - 60%","0","100","42","50","33","92","60","75","60","70","64","100","50","89","100","90","91","82","89","80","27","73","71","90","18","80","80"
"5","513","Rimforsa","Västerliden","Gröna Gården/Ekbacken","","40% - 60%","0","100","63","63","50","100","75","75","86","57","71","100","38","88","100","86","100","88","88","75","38","63","x","86","0","x","86"
"5","560","Duvan","","","","40% - 60%","0","100","11","33","11","100","78","89","67","67","78","100","86","75","100","100","100","100","43","57","29","100","86","100","44","100","100"
"5","560","Svalan","","","","40% - 60%","0","100","8","38","8","100","83","91","64","85","55","85","55","62","92","83","92","92","71","54","42","82","67","85","38","100","85"
"5","560","Svalan","avd.3","","","80% - 100%","0","100","0","57","0","x","x","x","x","71","x","86","x","57","100","x","x","100","x","57","x","x","x","86","14","x","86"
"5","561","Björkbacken","","","","60% - 80%","0","100","24","48","19","100","81","50","63","38","53","70","47","63","89","74","95","89","53","63","33","53","29","80","45","75","85"
"5","561","Björkbacken","1","","","80% - 100%","0","100","11","67","22","100","78","44","89","22","44","89","29","71","75","88","88","75","38","63","25","x","x","75","25","x","88"
"5","561","Björkbacken","2","","","60% - 80%","0","100","25","38","13","100","75","x","x","50","x","57","50","50","100","57","100","100","x","75","x","43","14","88","50","x","88"
"5","561","Kopparsvanen","","","","40% - 60%","100","0","23","50","16","93","75","77","85","88","65","72","67","86","97","86","97","94","58","75","29","82","76","97","61","100","90"
"5","561","Kopparsvanen","3","","","80% - 100%","100","0","13","50","0","88","75","57","x","88","57","75","x","100","100","88","100","100","x","75","38","75","x","88","50","x","88"
"5","561","Kopparsvanen","5","","","60% - 80%","100","0","x","57","0","100","86","x","x","100","86","57","86","86","100","x","100","100","x","71","29","x","x","100","x","x","100"
"5","561","Rosengården","","","","20% - 40%","0","100","63","50","13","100","75","75","14","100","75","88","x","71","100","x","88","100","57","43","75","86","57","100","38","88","88"
"5","562","Hällestad","","","","60% - 80%","0","100","39","44","11","94","69","61","53","81","82","88","56","75","100","82","94","100","69","59","47","83","56","88","50","x","94"
"5","562","Hällestad","Hällestad","","","60% - 80%","0","100","39","44","11","94","69","61","53","81","82","88","56","75","100","82","94","100","69","59","47","83","56","88","50","x","94"
"5","562","Hällestad","Hällestad","Hällestad","","60% - 80%","0","100","43","43","7","92","77","57","54","86","79","93","57","79","100","79","93","100","77","62","43","86","50","86","36","x","93"
"5","562","Hårstorp","","","","40% - 60%","0","100","26","39","15","84","85","66","70","92","75","86","58","67","100","87","94","92","66","58","26","78","62","84","34","96","89"
"5","562","Hårstorp","Hårstorpsgården","","","60% - 80%","0","100","42","33","42","70","91","80","60","91","78","82","64","70","100","90","100","100","100","50","25","75","58","100","27","x","92"
"5","562","Hårstorp","Storängsgården","","","40% - 60%","0","100","19","42","4","90","83","60","74","92","74","88","55","65","100","86","92","88","48","62","27","80","65","77","37","95","88"
"5","562","Rejmyre","","","","40% - 60%","0","100","45","64","27","90","91","100","91","91","100","91","45","82","100","82","100","100","73","100","40","100","100","100","45","100","91"
"5","562","Rejmyre","Berggården","","","40% - 60%","0","100","45","64","27","90","91","100","91","91","100","91","45","82","100","82","100","100","73","100","40","100","100","100","45","100","91"
"5","562","Viggestorp","","","","40% - 60%","0","100","31","38","8","80","64","67","45","62","64","67","57","58","92","75","92","85","67","73","31","82","64","73","31","75","67"
"5","562","Viggestorp","Betaren","","","40% - 60%","0","100","31","38","8","80","64","67","45","62","64","67","57","58","92","75","92","85","67","73","31","82","64","73","31","75","67"
"5","562","Östermalm","","","","60% - 80%","0","100","32","37","40","100","80","85","70","100","100","95","75","83","100","89","95","95","76","89","40","88","88","90","45","94","95"
"5","562","Östermalm","Tegelbacken","","","60% - 80%","0","100","32","37","40","100","80","85","70","100","100","95","75","83","100","89","95","95","76","89","40","88","88","90","45","94","95"
"5","563","Kommunal","","","","60% - 80%","0","100","21","36","11","87","73","65","55","64","66","74","54","50","98","89","91","91","65","70","30","63","60","89","33","79","78"
"5","563","Kommunal","Ringgården","","","60% - 80%","0","100","17","42","8","78","75","55","40","73","73","60","44","30","100","90","100","100","56","82","18","60","70","91","33","86","82"
"5","563","Kommunal","Ringgården","Rönnen","","60% - 80%","0","100","14","43","0","x","86","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","57","x","x"
"5","563","Kommunal","Vammarhöjden","","","60% - 80%","0","100","30","25","15","89","67","60","47","53","56","78","43","40","95","85","84","85","61","55","32","67","71","85","35","72","70"
"5","563","Kommunal","Vammarhöjden","Vammar Äldreboende","","60% - 80%","0","100","27","33","7","93","67","67","64","47","53","71","42","46","93","83","80","87","67","53","27","64","62","87","40","69","80"
"5","563","Kommunal","Åldersro","","","60% - 80%","0","100","11","67","11","x","88","78","89","89","86","78","86","75","100","86","89","89","57","78","38","71","43","88","29","88","89"
"5","580","Aleris","","","","40% - 60%","100","0","28","47","11","80","76","61","77","82","81","83","57","66","96","80","91","93","67","63","48","84","57","85","53","87","81"
"5","580","Aleris","BRUSHANENS vårdb. ÄO (Aleris)","","","60% - 80%","100","0","42","50","11","94","84","69","86","89","83","89","86","75","100","94","100","100","71","78","47","94","75","94","58","82","89"
"5","580","Aleris","BRUSHANENS vårdb. ÄO (Aleris)","Brushanen Plan 3 (Aleris)","","80% - 100%","100","0","40","40","10","89","90","56","88","90","80","89","88","88","100","89","100","100","67","80","40","89","75","89","50","x","90"
"5","580","Aleris","KANALGÅRDEN vårdb. (Aleris)","","","60% - 80%","100","0","20","67","0","100","100","100","100","100","100","90","91","100","100","90","100","100","90","100","56","100","88","100","90","x","100"
"5","580","Aleris","KANALGÅRDEN vårdb. (Aleris)","Kanalgården (Aleris)","","60% - 80%","100","0","20","67","0","100","100","100","100","100","100","90","91","100","100","90","100","100","90","100","56","100","88","100","90","x","100"
"5","580","Aleris","LANDERYDS vårdb. ÄO (Aleris)","","","40% - 60%","100","0","32","44","11","58","67","33","50","83","56","76","14","58","94","57","75","76","50","47","46","81","62","61","50","76","65"
"5","580","Aleris","STIGLÖTSGAT vårdb. ÄO (Aleris)","","","40% - 60%","100","0","17","50","11","67","67","69","88","78","94","83","47","50","89","82","88","94","77","53","53","65","33","83","39","91","76"
"5","580","Aleris","STIGLÖTSGAT vårdb. ÄO (Aleris)","Stiglötsg. C å-hem (Aleris)","","40% - 60%","100","0","38","63","25","x","88","100","88","100","100","100","71","63","100","100","100","100","x","75","63","75","43","88","50","x","88"
"5","580","Aleris","VILLA RYD vårdb. ÄO (Aleris)","","","60% - 80%","100","0","22","22","22","x","57","43","x","56","78","75","x","x","100","x","100","100","50","44","29","89","x","100","33","100","88"
"5","580","Attendo","","","","40% - 60%","100","0","30","34","14","82","65","51","57","78","64","67","40","56","92","75","85","78","64","63","32","73","61","79","50","76","81"
"5","580","Attendo","BANTORGETS vårdb. ÄO (Attendo)","","","60% - 80%","100","0","42","46","13","68","70","50","40","75","63","79","57","65","96","78","92","83","70","50","32","81","64","77","30","73","86"
"5","580","Attendo","BANTORGETS vårdb. ÄO (Attendo)","Bantorget plan 4 åhem (Attendo)","","60% - 80%","100","0","14","29","29","x","x","29","x","57","43","71","x","x","100","x","100","86","x","x","14","x","x","x","x","x","x"
"5","580","Attendo","BANTORGETS vårdb. ÄO (Attendo)","Bantorget plan 5 åhem (Attendo)","","80% - 100%","100","0","43","43","0","x","71","57","x","71","57","71","x","57","86","57","86","71","x","x","29","x","x","71","14","71","71"
"5","580","Attendo","DUVAN vårdb. ÄO (Attendo)","","","40% - 60%","100","0","34","37","18","90","61","44","44","73","51","54","14","48","85","69","84","68","63","62","28","80","68","78","62","72","75"
"5","580","Attendo","DUVAN vårdb. ÄO (Attendo)","Duvan demens plan 5 (Attendo)","","40% - 60%","100","0","38","25","25","86","63","71","29","88","63","71","x","x","86","x","88","88","57","63","29","x","x","100","75","75","75"
"5","580","Attendo","DUVAN vårdb. ÄO (Attendo)","Duvan sjukhem plan 4 (Attendo)","","40% - 60%","100","0","13","13","0","x","38","25","x","57","43","38","x","57","71","71","75","43","x","43","0","86","x","71","43","x","71"
"5","580","Attendo","DUVAN vårdb. ÄO (Attendo)","Duvan åhem plan 2 (Attendo)","","60% - 80%","100","0","29","57","21","83","64","38","62","71","38","50","8","42","85","78","93","71","75","69","29","86","79","79","64","43","77"
"5","580","Attendo","DUVAN vårdb. ÄO (Attendo)","Duvan åhem plan 3 (Attendo)","","40% - 60%","100","0","63","38","25","100","75","50","x","75","71","63","x","x","x","x","75","63","71","x","50","75","x","57","63","x","75"
"5","580","Attendo","EKHULT vårdb. ÄO (Attendo)","","","40% - 60%","100","0","11","33","11","86","89","44","100","78","56","78","x","x","100","78","89","100","78","67","25","78","56","100","67","88","78"
"5","580","Attendo","EKHULT vårdb. ÄO (Attendo)","Ekhult (Attendo)","","40% - 60%","100","0","11","33","11","86","89","44","100","78","56","78","x","x","100","78","89","100","78","67","25","78","56","100","67","88","78"
"5","580","Attendo","VALLA PARK vårdb. ÄO (Attendo)","","","60% - 80%","100","0","29","24","16","94","68","60","84","92","91","79","57","57","96","81","82","79","65","76","48","63","55","84","52","88","92"
"5","580","Attendo","VALLA PARK vårdb. ÄO (Attendo)","Valla Park demens (Attendo)","","40% - 60%","100","0","40","18","36","100","55","55","91","82","91","70","33","56","100","78","70","73","45","64","60","70","70","82","50","86","91"
"5","580","Attendo","VALLA PARK vårdb. ÄO (Attendo)","Valla Park sjukhem (Attendo)","","60% - 80%","100","0","21","29","0","89","79","64","79","100","92","86","75","57","93","83","92","85","83","86","36","57","42","86","54","89","93"
"5","580","Attendo","VIKINGSTAD ÄO vårdb. (Attendo)","","","60% - 80%","100","0","0","29","0","57","43","57","x","57","57","29","x","x","100","57","71","71","x","43","14","x","x","43","43","x","57"
"5","580","Attendo","VIKINGSTAD ÄO vårdb. (Attendo)","Vikingstad demens (Attendo)","","60% - 80%","100","0","0","29","0","57","43","57","x","57","57","29","x","x","100","57","71","71","x","43","14","x","x","43","43","x","57"
"5","580","Berzelii vård och omsorg","","","","20% - 40%","100","0","25","17","17","100","83","67","67","83","58","75","30","67","100","89","91","78","67","82","36","100","67","92","83","83","92"
"5","580","Berzelii vård och omsorg","EKOLLONGATAN vårdb. (Berzelii)","","","20% - 40%","100","0","25","17","17","100","83","67","67","83","58","75","30","67","100","89","91","78","67","82","36","100","67","92","83","83","92"
"5","580","Bräcke Diakoni","","","","60% - 80%","100","0","25","38","6","83","87","65","72","68","62","67","53","72","88","93","81","84","54","56","40","81","70","84","61","86","79"
"5","580","Bräcke Diakoni","BASTUPLANS vårdb. ÄO (Bräcke)","","","40% - 60%","100","0","20","60","0","90","78","56","56","50","44","60","40","60","80","89","78","67","43","44","33","78","80","80","50","x","70"
"5","580","Bräcke Diakoni","GOTTFRIDSBERG vårdb. ÄO (Bräcke","","","60% - 80%","100","0","29","29","9","78","91","68","80","76","68","68","60","77","91","95","82","91","58","59","43","82","64","86","64","94","82"
"5","580","Leanlink","","","","40% - 60%","4","96","26","38","15","84","77","68","72","79","76","73","45","61","97","79","88","87","60","63","35","66","54","89","41","90","79"
"5","580","Leanlink","BERGA vårdb. ÄO (Leanlink)","","","40% - 60%","0","100","11","32","11","93","84","67","88","74","81","63","36","43","100","82","94","89","56","61","35","67","62","94","50","77","83"
"5","580","Leanlink","BERGA vårdb. ÄO (Leanlink)","Berga Eken (Leanlink)","","60% - 80%","0","100","14","14","14","100","86","57","x","71","71","57","14","x","100","86","100","100","57","57","x","71","x","x","x","x","x"
"5","580","Leanlink","EKBACKENS vårdb. ÄO (Leanlink)","","","40% - 60%","0","100","36","52","20","88","80","84","85","77","77","84","50","74","100","89","88","92","75","68","44","78","60","96","29","94","88"
"5","580","Leanlink","EKBACKENS vårdb. ÄO (Leanlink)","Ekbacken Hus A (Leanlink)","","80% - 100%","0","100","38","50","13","75","63","71","75","75","63","63","x","x","100","x","75","88","x","71","71","86","x","100","x","x","71"
"5","580","Leanlink","EKBACKENS vårdb. ÄO (Leanlink)","Ekbacken Hus B (Leanlink)","","40% - 60%","0","100","25","44","22","86","100","100","100","89","78","100","x","57","100","88","100","100","89","67","33","63","43","89","44","x","100"
"5","580","Leanlink","EKBACKENS vårdb. ÄO (Leanlink)","Ekbacken Hus C (Leanlink)","","40% - 60%","0","100","44","63","25","100","75","78","78","67","89","88","29","86","100","86","89","89","x","67","33","88","63","100","0","86","89"
"5","580","Leanlink","GÅSENS vårdb. ÄO (Leanlink)","","","60% - 80%","0","100","15","46","8","75","67","69","73","54","54","69","42","45","92","67","69","85","60","46","8","69","42","69","54","86","67"
"5","580","Leanlink","GÅSENS vårdb. ÄO (Leanlink)","Gåsen BV Å-hem (Leanlink)","","60% - 80%","0","100","29","43","0","x","86","71","57","43","57","71","57","x","86","86","71","86","x","29","0","71","x","86","71","x","57"
"5","580","Leanlink","JÄRDALAV vårdb. ÄO (Attendo)","","","20% - 40%","100","0","25","25","13","x","50","43","88","25","75","50","50","75","100","88","88","63","29","88","25","50","14","88","38","86","63"
"5","580","Leanlink","KÄRNA vårdb. ÄO (Leanlink)","","","40% - 60%","0","100","8","38","0","78","83","62","70","92","67","77","67","64","85","67","75","83","64","58","33","60","40","92","31","78","77"
"5","580","Leanlink","LAMBOHOVS vårdb. ÄO (Leanlink)","","","60% - 80%","0","100","38","38","13","71","88","88","43","75","75","86","x","x","100","88","100","88","x","25","x","71","x","88","25","100","88"
"5","580","Leanlink","LINGHEM vårdb. ÄO (Leanlink)","","","40% - 60%","0","100","70","20","30","80","80","60","80","70","100","90","50","67","90","80","100","80","56","70","67","63","x","100","60","x","80"
"5","580","Leanlink","SANDRINO PARKEN (Leanlink)","","","60% - 80%","0","100","35","39","22","95","95","91","55","95","95","86","69","76","100","74","91","91","73","82","29","84","82","95","41","90","95"
