"Länskod","Kommunkod","Nivå 1","Nivå 2","Nivå 3","Nivå 4","","Offentlig","Enskild","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F16","F17","F18","F19","F20","F21","F22","F23","F25","F27","F24"
"14","1462","Soläng","","","","40% - 60%","100","0","39","61","16","88","83","79","53","89","78","56","38","59","100","88","79","84","67","58","47","68","41","89","39","94","79"
"14","1463","Almäng","","","","40% - 60%","100","0","22","22","0","100","71","33","78","88","75","89","x","75","100","89","89","100","50","89","x","71","x","100","33","71","100"
"14","1463","Ekås","","","","40% - 60%","100","0","29","57","0","86","86","71","x","57","71","57","29","57","100","71","100","100","x","x","14","86","71","100","57","71","100"
"14","1463","Klockaregården","","","","60% - 80%","100","0","19","31","6","73","60","50","86","73","56","64","42","60","81","67","100","88","77","87","47","63","21","67","56","73","63"
"14","1463","Kullabyn","","","","40% - 60%","100","0","10","30","0","100","100","80","80","100","70","80","67","63","100","89","100","88","67","70","50","90","78","90","50","100","90"
"14","1463","Lindäng","","","","40% - 60%","100","0","21","39","10","96","79","74","64","92","72","77","48","39","96","78","89","86","57","50","21","89","57","89","59","88","96"
"14","1463","Olof Markusgården","","","","40% - 60%","100","0","29","50","21","75","92","71","46","69","67","69","64","36","86","82","91","91","75","55","33","60","40","85","29","83","79"
"14","1463","Rönnäng","","","","40% - 60%","100","0","9","48","13","82","76","39","57","76","44","67","53","40","100","82","100","91","31","33","45","80","63","86","36","71","87"
"14","1463","Solgård","","","","40% - 60%","100","0","25","44","5","63","67","56","88","89","71","89","80","59","94","88","100","94","71","65","43","88","62","89","47","88","83"
"14","1463","Solgård","Solgård 2 o 4","","","40% - 60%","100","0","25","50","0","60","60","40","88","82","50","82","86","40","90","91","100","90","63","56","40","89","57","82","45","88","82"
"14","1463","Solgård","Solgård dem","","","40% - 60%","100","0","25","38","13","x","75","75","88","100","100","100","x","86","100","x","x","100","x","75","x","88","x","100","50","88","86"
"14","1463","Stomsåker","","","","60% - 80%","100","0","10","25","20","57","50","50","33","67","78","71","x","50","90","86","80","71","50","80","0","67","38","56","50","75","63"
"14","1465","Klockaregården","","","","40% - 60%","100","0","33","50","7","100","86","50","64","50","62","71","58","62","100","73","73","100","83","57","15","71","50","79","73","75","77"
"14","1465","Klockaregården","Klockaregården Blå Viol","","","80% - 100%","100","0","29","57","14","100","100","x","x","71","57","86","x","x","100","x","86","100","x","x","29","x","x","86","71","x","x"
"14","1465","Lysjölid","","","","40% - 60%","100","0","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","100","x"
"14","1465","Lysjölid","Lysjölid Skogsfinken","","","40% - 60%","100","0","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","100","x"
"14","1465","Toftalyckan","","","","60% - 80%","100","0","29","36","7","85","85","57","62","71","92","92","11","67","100","83","92","92","77","77","23","58","67","92","43","100","86"
"14","1465","Toftalyckan","Toftalyckan","","","60% - 80%","100","0","29","36","7","85","85","57","62","71","92","92","11","67","100","83","92","92","77","77","23","58","67","92","43","100","86"
"14","1465","Östrabo","","","","60% - 80%","100","0","30","70","0","100","70","90","90","89","70","80","78","78","90","89","100","100","70","100","71","70","70","100","40","88","89"
"14","1466","Herrljunga särskilt boende","","","","40% - 60%","100","0","17","35","11","81","61","66","52","74","63","48","46","46","94","72","88","97","48","44","25","63","48","76","32","96","73"
"14","1466","Herrljunga särskilt boende","Demensboende","","","40% - 60%","100","0","14","25","14","74","63","65","44","81","65","50","36","38","100","75","90","100","40","53","7","71","47","86","40","94","75"
"14","1466","Herrljunga särskilt boende","Äldreboende","","","40% - 60%","100","0","21","50","7","92","58","67","67","62","58","46","58","58","85","69","85","92","60","31","46","54","50","58","21","100","69"
"14","1470","Kvänum","","","","60% - 80%","100","0","43","57","9","81","87","83","90","91","74","83","71","65","96","89","96","100","67","48","64","90","63","95","64","88","91"
"14","1470","Kvänum","Kvänumsgården","","","40% - 60%","100","0","25","75","25","x","100","88","100","100","88","100","x","x","88","x","100","100","75","88","100","88","86","86","75","x","88"
"14","1470","Kvänum","Kvänumsgården","Demens","","40% - 60%","100","0","25","75","25","x","100","88","100","100","88","100","x","x","88","x","100","100","75","88","100","88","86","86","75","x","88"
"14","1470","Kvänum","Tornumsgården","","","80% - 100%","100","0","53","47","0","75","80","80","86","87","67","73","60","55","100","85","93","100","62","27","43","92","44","100","57","91","93"
"14","1470","Stora Levene","","","","40% - 60%","100","0","25","42","0","50","55","50","60","73","64","45","27","73","83","73","64","82","67","55","0","45","43","82","36","78","64"
"14","1470","Stora Levene","Stenkilsgården","","","40% - 60%","100","0","25","42","0","50","55","50","60","73","64","45","27","73","83","73","64","82","67","55","0","45","43","82","36","78","64"
"14","1470","Vara","","","","60% - 80%","100","0","26","24","21","97","76","79","54","74","74","75","55","82","100","91","92","91","62","61","24","75","70","94","47","88","86"
"14","1470","Vara","Solgården","","","60% - 80%","100","0","31","13","25","100","73","71","46","73","73","67","58","79","100","93","93","86","69","36","7","71","54","93","44","83","86"
"14","1470","Vara","Södergård","","","60% - 80%","100","0","18","36","18","90","90","78","56","78","70","60","44","89","100","78","80","90","57","70","30","80","89","90","73","91","90"
"14","1470","Vara","Södergård","Demens","","60% - 80%","100","0","18","36","18","90","90","78","56","78","70","60","44","89","100","78","80","90","57","70","30","80","89","90","73","91","90"
"14","1471","Ceciliagården","","","","20% - 40%","100","0","38","29","22","100","75","88","100","89","88","75","57","x","100","71","100","89","x","89","56","100","86","100","44","89","89"
"14","1471","Helenagården","","","","60% - 80%","100","0","17","22","17","95","78","86","81","83","77","74","48","76","96","95","96","91","74","78","27","91","65","96","57","82","87"
"14","1471","Hällekis Backlyckan","","","","60% - 80%","100","0","43","0","0","86","86","71","71","86","71","86","x","100","100","x","100","100","x","x","x","x","x","86","29","x","100"
"14","1471","Kastanjegården","","","","60% - 80%","100","0","25","45","33","88","67","50","100","91","91","83","89","91","91","100","100","100","67","82","10","89","89","82","73","89","91"
"14","1472","Allégårdens demensboende","","","","20% - 40%","100","0","0","56","0","x","88","67","67","75","78","75","x","63","89","78","78","78","x","78","50","63","25","75","33","67","78"
"14","1472","Brittgårdens omvårdnadsboende","","","","60% - 80%","100","0","20","67","13","100","100","80","46","79","69","93","77","71","100","93","100","93","77","71","73","87","45","93","27","100","93"
"14","1472","Bäcklidens demensboende","","","","40% - 60%","100","0","31","25","13","83","63","73","79","81","79","94","67","80","100","93","100","93","77","77","50","100","71","100","73","100","93"
"14","1472","Fredsgatan","","","","80% - 100%","100","0","36","43","0","100","86","91","62","57","64","85","64","69","79","75","85","77","67","40","38","69","60","85","23","78","85"
"14","1472","Fredsgatan","Fredsgatans omvårdnadsboende","","","80% - 100%","100","0","38","46","0","100","85","91","58","54","69","85","64","67","85","82","83","83","67","33","42","75","67","83","25","75","85"
"14","1473","Björkängen","","","","40% - 60%","100","0","21","25","13","100","79","78","83","92","82","83","78","75","96","91","100","96","79","65","30","86","58","88","35","95","92"
"14","1473","Björkängen","Ekebacken","","","40% - 60%","100","0","0","27","18","100","82","73","91","100","78","82","x","73","100","100","100","100","86","50","36","100","75","91","30","100","91"
"14","1473","Björkängen","Linden","","","40% - 60%","100","0","22","33","0","100","89","88","100","89","89","89","75","78","100","88","100","100","88","89","33","89","50","89","44","100","100"
"14","1473","Krabbängsgården","","","","60% - 80%","100","0","32","47","32","76","94","78","83","89","89","89","77","73","95","93","94","94","79","73","53","85","70","94","29","92","94"
"14","1480","SRF Bergsjöhöjd","","","","20% - 40%","100","0","25","32","39","67","52","37","48","59","52","63","44","58","82","64","80","71","55","75","44","77","71","70","57","x","54"
"14","1480","SRF Bergsjöhöjd","SRF Bergsjöhöjd boendeenhet","","","20% - 40%","100","0","25","32","39","67","52","37","48","59","52","63","44","58","82","64","80","71","55","75","44","77","71","70","57","x","54"
"14","1480","Gunnareds äldreboende","","","","40% - 60%","100","0","6","40","31","77","63","50","44","57","54","69","57","40","87","46","87","79","36","31","29","80","42","86","29","88","64"
"14","1480","Hammarhus äldreboende","","","","40% - 60%","100","0","26","26","21","50","61","48","31","50","45","42","30","45","72","60","67","68","35","29","30","37","33","65","29","67","63"
"14","1480","Hammarhus äldreboende","Hammarhus äldreboende vån 7","","","60% - 80%","100","0","10","40","20","x","67","50","57","40","33","60","38","56","89","67","70","67","x","38","25","25","29","60","20","x","70"
"14","1480","Lövgärdets äldreboende","","","","60% - 80%","100","0","13","25","13","79","78","56","52","61","59","56","40","60","91","67","87","79","44","31","27","78","61","91","36","89","75"
"14","1480","Lövgärdets äldreboende","Lövgärdets äldreboende Furudal","","","80% - 100%","100","0","13","38","13","x","50","x","x","100","86","71","x","x","100","x","88","88","x","0","25","57","57","88","29","x","75"
"14","1480","Lövgärdets äldreboende","Lövgärdets äldreboende Granback","","","60% - 80%","100","0","17","8","8","80","92","45","64","58","64","58","40","55","91","60","100","92","30","42","27","82","58","92","42","86","92"
"14","1480","Lövgärdets äldreboende","Lövgärdets äldreboende Onnela","","","80% - 100%","100","0","29","29","43","100","x","x","x","86","x","x","x","x","x","x","86","x","x","x","x","x","x","100","71","x","86"
"14","1480","Lövgärdets äldreboende","Lövgärdets äldreboende Rauhala","","","60% - 80%","100","0","0","14","14","x","86","57","x","71","86","x","x","x","86","x","86","71","x","29","14","x","x","86","0","x","43"
"14","1480","Lövgärdets äldreboende","Lövgärdets äldreboende Syrenbac","","","60% - 80%","100","0","7","27","7","67","71","42","38","36","23","46","31","70","79","54","71","54","50","15","31","77","60","86","33","80","57"
"14","1480","Lövgärdets äldreboende","Lövgärdets äldreboende Violstig","","","60% - 80%","100","0","14","43","0","71","86","x","86","43","x","71","x","x","100","86","100","100","x","86","x","71","57","x","43","x","100"
"14","1480","Solängens äldreboende","","","","60% - 80%","100","0","33","42","17","100","75","75","73","67","67","83","44","73","92","92","92","92","67","83","18","55","27","92","25","89","92"
"14","1480","Fjällbo Park äldreboende","","","","40% - 60%","100","0","33","23","8","88","58","67","91","75","82","58","x","44","92","73","92","85","20","36","17","60","50","69","38","100","85"
"14","1480","Geråshus äldreboende","","","","40% - 60%","100","0","24","32","15","75","51","45","42","61","57","60","24","33","83","61","78","74","48","35","31","65","60","72","28","69","64"
"14","1480","Geråshus äldreboende","Geråshus Mars","","","60% - 80%","100","0","38","50","13","x","57","x","38","44","x","63","22","14","75","43","88","71","x","13","11","57","71","63","33","63","57"
"14","1480","Geråshus äldreboende","Geråshus Merkurius","","","40% - 60%","100","0","43","29","14","x","71","57","x","86","x","71","x","x","100","x","71","86","x","43","x","x","x","x","x","x","57"
"14","1480","Geråshus äldreboende","Geråshus Neptunus","","","20% - 40%","100","0","13","38","13","x","29","14","x","57","x","43","14","43","86","43","57","71","x","43","43","x","x","43","29","x","57"
"14","1480","Geråshus äldreboende","Geråshus Tellus","","","40% - 60%","100","0","18","36","0","86","64","64","63","73","90","64","14","57","82","80","91","82","78","75","30","89","100","82","27","88","82"
"14","1480","Götaholm äldreboende","","","","60% - 80%","0","100","31","42","15","90","92","62","45","83","58","83","73","70","92","83","100","92","36","83","75","100","60","100","42","100","92"
"14","1480","Kviberg äldreboende","","","","60% - 80%","100","0","11","17","3","76","60","47","58","59","48","44","37","39","85","52","81","70","46","28","37","47","24","75","31","67","70"
"14","1480","Kviberg äldreboende","Kviberg vån 1 Regnbågen","","","80% - 100%","100","0","21","15","0","58","64","50","33","62","50","42","23","31","77","38","77","54","18","17","33","42","9","83","46","60","62"
"14","1480","Kviberg äldreboende","Kviberg vån 1 Västanvind","","","40% - 60%","100","0","13","0","0","x","57","38","x","63","63","63","25","38","100","63","86","100","x","x","14","43","25","75","13","x","75"
"14","1480","Kviberg äldreboende","Kviberg vån 2 Källbacken","","","40% - 60%","100","0","0","44","11","86","75","50","x","33","29","25","x","63","78","56","75","56","x","50","50","29","14","50","33","43","63"
"14","1480","Sekelbo äldreboende","","","","40% - 60%","100","0","22","35","13","94","67","39","29","68","62","77","47","41","100","68","91","68","35","21","24","76","63","81","36","87","62"
"14","1480","Bagaregårdens äldreboende","","","","40% - 60%","100","0","32","56","16","58","61","74","65","74","61","65","38","50","92","63","86","83","59","33","48","70","40","91","33","86","80"
"14","1480","Bagaregårdens äldreboende","Bagaregården Vån 4 A gruppboend","","","40% - 60%","100","0","25","50","25","x","x","63","57","71","71","43","x","43","100","x","x","88","25","x","57","57","x","86","29","x","75"
"14","1480","Bagaregårdens äldreboende","Bagaregården Vån 4 B äldreboend","","","60% - 80%","100","0","25","63","13","x","75","57","x","86","43","75","29","43","88","x","x","86","x","x","57","x","x","88","38","x","88"
"14","1480","Björkekärrshus äldreboende","","","","60% - 80%","100","0","26","38","17","91","87","60","87","82","81","75","40","49","96","85","90","89","71","59","27","81","54","84","41","81","90"
"14","1480","Björkekärrshus äldreboende","Björkekärrshus Vån 2 Gömmet äld","","","40% - 60%","100","0","22","56","38","88","100","63","89","67","86","88","43","25","100","100","89","89","43","63","33","100","57","89","38","100","100"
"14","1480","Björkekärrshus äldreboende","Björkekärrshus Vån 3 Backen 1 g","","","60% - 80%","100","0","14","x","14","x","x","x","x","100","x","100","x","x","100","x","100","100","x","29","x","x","x","100","57","x","100"
"14","1480","Björkekärrshus äldreboende","Björkekärrshus Vån 3 Backen 2 g","","","80% - 100%","100","0","22","33","22","88","89","44","88","78","56","78","29","43","100","75","100","89","71","44","25","71","43","89","25","100","100"
"14","1480","Björkekärrshus äldreboende","Björkekärrshus Vån 3 Dala äldre","","","40% - 60%","100","0","11","33","22","100","89","63","88","67","75","78","33","38","100","75","100","78","x","78","25","89","38","67","33","x","89"
"14","1480","Björkekärrshus äldreboende","Björkekärrshus Vån 3 Skålmekärr","","","60% - 80%","100","0","50","43","13","88","75","75","88","71","71","43","x","57","100","71","88","88","x","43","x","x","x","86","50","71","88"
"14","1480","Björkekärrshus äldreboende","Björkekärrshus vån 2 Ljungslätt","","","60% - 80%","100","0","33","42","0","83","82","58","83","100","91","67","22","44","85","88","77","91","64","75","18","73","50","70","46","67","77"
"14","1480","Dicksons Hus","","","","40% - 60%","100","0","31","38","14","90","57","64","76","70","71","63","49","51","91","77","86","76","62","57","33","72","46","78","35","86","73"
"14","1480","Dicksons Hus","A 3 äldreboende Dicksons","","","60% - 80%","100","0","40","50","20","88","50","70","80","80","80","80","43","40","100","100","100","90","89","80","33","78","29","90","20","88","80"
"14","1480","Dicksons Hus","B 3 äldreboende Dicksons","","","40% - 60%","100","0","14","43","14","x","14","43","86","57","x","29","43","x","71","x","x","x","x","43","14","x","x","x","57","x","43"
"14","1480","Dicksons Hus","B 4 äldreboende Dicksons","","","60% - 80%","100","0","11","38","11","86","56","44","67","33","56","67","63","71","100","67","57","75","43","43","x","57","63","63","38","x","63"
"14","1480","Dicksons Hus","B 5 äldreboende Dicksons","","","40% - 60%","100","0","22","33","11","100","67","88","75","78","88","67","50","57","100","86","100","78","x","x","33","78","43","88","33","100","78"
"14","1480","Ekparken","","","","20% - 40%","100","0","38","27","23","50","73","50","67","50","60","58","14","50","92","56","92","77","38","17","22","78","x","83","54","100","92"
"14","1480","Kaggeledsgatans äldreboende","","","","40% - 60%","100","0","26","34","16","88","78","69","83","80","71","67","48","55","97","88","87","83","56","35","16","80","68","78","43","86","76"
"14","1480","Morängatans äldreboende","","","","40% - 60%","100","0","16","38","16","79","66","56","72","59","64","74","30","58","91","62","91","81","73","59","26","74","54","84","43","76","83"
"14","1480","Morängatans äldreboende","Morängatan B 2 äldreboende","","","40% - 60%","100","0","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x"
"14","1480","Morängatans äldreboende","Morängatan B 3 äldreboende","","","40% - 60%","100","0","13","25","13","75","75","38","x","75","50","75","25","88","100","100","100","100","x","x","0","71","x","100","63","x","100"
"14","1480","Morängatans äldreboende","Morängatan B 4 äldreboende","","","60% - 80%","100","0","22","33","25","86","67","71","57","44","75","78","50","50","89","67","89","89","63","88","22","88","38","89","44","x","86"
"14","1480","Morängatans äldreboende","Morängatan C 2 äldreboende","","","40% - 60%","100","0","43","29","14","x","57","43","71","43","x","86","43","x","86","x","86","71","x","x","x","71","71","86","29","x","71"
"14","1480","Morängatans äldreboende","Morängatan C 3 äldreboende","","","40% - 60%","100","0","0","38","0","x","50","57","x","38","50","63","14","x","71","x","88","71","x","57","13","71","57","71","38","x","86"
"14","1480","Agaten","","","","60% - 80%","0","100","19","29","23","71","60","41","30","76","71","86","57","60","95","87","81","85","44","53","47","84","53","90","57","83","80"
"14","1480","Agaten","Agatens demens","","","60% - 80%","0","100","19","29","23","71","60","41","30","76","71","86","57","60","95","87","81","85","44","53","47","84","53","90","57","83","80"
"14","1480","Fridkullagatan","","","","80% - 100%","0","100","27","35","20","76","55","53","51","49","61","63","47","44","98","76","82","80","47","65","33","81","53","78","49","90","71"
"14","1480","Fridkullagatan","Fridkullagatan äldreboende","","","80% - 100%","0","100","27","35","20","76","55","53","51","49","61","63","47","44","98","76","82","80","47","65","33","81","53","78","49","90","71"
"14","1480","Krokslätt äldreboende","","","","60% - 80%","100","0","33","39","22","92","81","68","64","74","81","78","54","65","97","75","78","80","66","34","44","75","52","82","47","95","88"
"14","1480","Krokslätt äldreboende","Mitt-Syd-Nord vån 1","","","60% - 80%","100","0","25","50","20","93","88","57","75","69","81","69","62","73","94","73","75","86","77","60","56","71","55","81","47","100","94"
"14","1480","Krokslätt äldreboende","Mitt-Syd-Nord vån 3","","","60% - 80%","100","0","41","29","24","92","73","76","56","80","80","88","45","55","100","77","81","75","56","12","31","79","50","82","47","92","82"
"14","1480","Landalahus","","","","60% - 80%","100","0","46","47","23","96","84","81","83","65","73","77","52","63","94","93","88","97","77","73","57","88","58","94","59","94","88"
"14","1480","Landalahus","Landalahus vån 2 C somatik","","","60% - 80%","100","0","31","46","15","100","82","60","80","58","58","45","45","60","92","83","83","100","58","69","50","92","50","92","50","86","83"
"14","1480","Landalahus","Landalahus vån 5 och 6","","","60% - 80%","100","0","73","45","27","100","82","82","82","55","82","100","60","60","100","100","91","91","91","82","64","91","55","91","64","x","91"
"14","1480","Neuberghska/Bambergerska","","","","40% - 60%","0","100","26","33","13","96","83","91","74","70","78","88","55","74","100","83","91","96","77","87","35","50","53","83","71","100","83"
"14","1480","Neuberghska/Bambergerska","Neuberghska/Bambergerska somati","","","60% - 80%","0","100","26","35","15","95","80","89","68","68","84","85","58","75","100","84","89","95","72","95","35","47","50","79","67","x","79"
"14","1480","Otium","","","","60% - 80%","0","100","40","43","13","96","90","83","100","93","79","79","59","72","97","93","93","90","96","67","37","93","59","86","72","100","100"
"14","1480","Otium","Otium A somatik","","","60% - 80%","0","100","50","50","13","100","88","94","100","94","75","88","60","77","100","100","94","100","93","75","38","100","83","94","88","100","100"
"14","1480","Otium","Otium B somatik","","","60% - 80%","0","100","27","45","18","90","91","60","100","91","89","80","70","60","91","90","91","82","100","64","36","82","33","70","40","100","100"
"14","1480","Vasahemmet","","","","60% - 80%","0","100","25","38","25","90","68","81","66","91","87","81","59","72","97","90","87","94","71","71","37","94","67","97","55","94","90"
"14","1480","Vasahemmet","Vasahemmet","","","60% - 80%","0","100","25","38","25","90","68","81","66","91","87","81","59","72","97","90","87","94","71","71","37","94","67","97","55","94","90"
"14","1480","Vegahusen","","","","40% - 60%","0","100","30","36","17","100","76","67","96","80","61","71","51","64","93","80","85","87","76","71","43","86","67","82","64","89","83"
"14","1480","Vegahusen","Vegahusen A somatik","","","40% - 60%","0","100","28","34","21","100","79","81","93","70","61","79","59","74","93","88","83","90","72","67","45","86","72","86","66","92","80"
"14","1480","Vegahusen","Vegahusen B somatik","","","40% - 60%","0","100","38","46","15","100","77","42","100","92","67","54","27","50","100","67","85","83","85","82","42","82","50","67","69","89","85"
"14","1480","Änggårdsbacken","","","","40% - 60%","0","100","43","38","31","87","75","70","95","91","68","68","46","67","95","85","87","88","70","73","43","82","71","80","49","87","79"
"14","1480","Änggårdsbacken","Änggårdsbacken A somatik","","","40% - 60%","0","100","42","64","19","86","77","81","87","88","69","69","65","77","92","83","92","92","84","68","55","82","81","79","64","94","88"
"14","1480","Änggårdsbacken","Änggårdsbacken B demens","","","60% - 80%","0","100","56","34","38","96","86","75","100","97","75","70","44","83","100","100","97","94","79","86","41","90","77","90","50","93","93"
"14","1480","Änggårdsbacken","Änggårdsbacken C geropsyk","","","40% - 60%","0","100","26","17","37","70","58","50","95","84","61","65","23","42","94","67","61","76","39","74","39","71","47","67","32","56","47"
"14","1480","Örgrytehemmet","","","","60% - 80%","100","0","27","49","19","85","86","74","80","89","73","86","57","69","94","89","91","91","71","75","32","80","48","85","59","92","97"
"14","1480","Örgrytehemmet","Rosa huset","","","40% - 60%","100","0","25","31","19","87","93","67","81","86","71","100","57","89","100","100","93","100","85","93","25","85","60","100","67","100","100"
"14","1480","Örgrytehemmet","Tegelhuset","","","60% - 80%","100","0","29","62","19","82","80","79","79","90","74","75","56","59","90","81","89","84","60","61","37","76","41","74","53","82","94"
"14","1480","Örgrytehemmet","Tegelhuset","Fredriksdal somatik","","80% - 100%","100","0","25","63","25","x","86","x","x","88","71","71","57","x","86","x","x","86","x","57","43","86","43","x","71","x","x"
"14","1480","Annedals äldreboende","","","","60% - 80%","100","0","23","32","9","67","63","52","60","59","62","79","36","61","94","73","86","84","66","43","25","66","46","87","41","88","83"
"14","1480","Annedals äldreboende","Annedal vån 1 Haga","","","40% - 60%","100","0","10","13","0","89","70","25","x","50","38","78","38","38","90","63","89","80","43","22","11","67","44","89","50","75","70"
"14","1480","Annedals äldreboende","Annedal vån 2 Olivedal","","","60% - 80%","100","0","27","36","0","56","56","55","45","60","55","90","50","56","82","75","82","90","63","50","10","80","71","91","55","88","82"
"14","1480","Annedals äldreboende","Annedal vån 3 Oscar Fredrik","","","60% - 80%","100","0","29","36","7","57","79","62","77","79","86","86","38","79","100","79","86","86","85","60","46","69","27","93","33","100","86"
"14","1480","Annedals äldreboende","Annedal vån 4 Slottsskogen","","","60% - 80%","100","0","20","27","0","75","47","47","47","29","57","60","25","60","93","67","80","87","36","33","27","62","50","73","20","73","80"
"14","1480","Annedals äldreboende","Annedal vån 5 Stigberget","","","60% - 80%","100","0","25","50","13","x","75","75","x","75","63","88","43","43","100","63","88","88","x","x","14","43","x","100","63","x","88"
"14","1480","Annedals äldreboende","Annedal vån 6 Linné","","","60% - 80%","100","0","29","29","57","x","x","43","57","71","x","86","29","x","100","x","x","x","x","x","29","x","x","x","43","x","x"
"14","1480","Gråbergets Seniorcenter","","","","60% - 80%","100","0","23","19","16","76","78","65","46","67","54","67","50","38","93","76","79","74","40","28","41","79","60","69","40","78","76"
"14","1480","Gråbergets Seniorcenter","Gråberget vån 2","","","60% - 80%","100","0","25","19","13","64","85","64","36","69","54","77","50","31","100","85","80","79","31","15","46","91","67","73","50","79","93"
"14","1480","Gråbergets Seniorcenter","Gråberget vån 3","","","40% - 60%","100","0","20","20","20","86","71","67","58","64","54","57","50","46","86","67","77","69","50","42","36","69","55","64","29","78","57"
"14","1480","Lotsens äldreboende","","","","40% - 60%","0","100","23","32","5","47","59","47","12","52","52","48","30","28","68","47","71","62","50","21","30","56","20","59","27","69","52"
"14","1480","Svaleboskogens äldreboende","","","","40% - 60%","100","0","36","39","13","70","79","61","64","80","69","75","33","54","100","76","89","96","53","31","49","72","44","80","44","86","85"
"14","1480","Svaleboskogens äldreboende","Svaleboskogen entréplan Hagen","","","60% - 80%","100","0","14","57","14","x","x","86","x","x","x","x","x","x","100","x","100","100","x","x","x","71","x","x","71","x","100"
"14","1480","Svaleboskogens äldreboende","Svaleboskogen vån 1 Åsen","","","40% - 60%","100","0","67","33","0","x","88","75","56","63","75","78","25","75","100","86","89","89","x","25","44","78","43","89","33","x","78"
"14","1480","Svaleboskogens äldreboende","Svaleboskogen vån 2 Nejden/Myre","","","40% - 60%","100","0","14","29","14","x","71","x","x","x","x","x","x","x","100","x","100","100","x","x","x","x","x","x","57","100","x"
"14","1480","Svaleboskogens äldreboende","Svaleboskogen vån 3 Berget","","","40% - 60%","100","0","57","29","14","x","86","14","x","100","71","57","43","57","100","x","100","100","x","x","29","29","29","100","x","x","100"
"14","1480","Svaleboskogens äldreboende","Svaleboskogen vån 3 Bäcken/Lide","","","40% - 60%","100","0","29","14","0","x","x","x","x","x","x","57","x","x","x","x","57","x","x","x","43","x","x","x","29","x","57"
"14","1480","Altplatsens äldreboende","","","","40% - 60%","100","0","33","41","16","78","72","46","73","64","61","60","34","38","84","67","86","77","53","48","34","50","30","67","42","75","73"
"14","1480","Altplatsens äldreboende","Altplatsen Hus 1 vån 2","","","40% - 60%","100","0","14","29","14","71","x","x","x","29","29","43","29","14","57","x","57","57","0","43","29","x","x","57","29","x","57"
"14","1480","Altplatsens äldreboende","Altplatsen Hus 1 vån 3","","","40% - 60%","100","0","57","57","x","x","100","57","100","57","57","86","43","x","100","x","x","x","x","x","x","x","x","x","x","x","x"
"14","1480","Altplatsens äldreboende","Altplatsen Hus 2 vån 1","","","40% - 60%","100","0","14","29","0","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","29","x","x"
"14","1480","Altplatsens äldreboende","Altplatsen Hus 2 vån 2","","","80% - 100%","100","0","20","40","10","71","70","40","78","60","80","50","30","50","89","71","100","100","44","33","44","63","38","60","40","x","80"
"14","1480","Altplatsens äldreboende","Altplatsen Hus 2 vån 3","","","60% - 80%","100","0","45","55","18","100","64","78","50","82","70","55","50","44","82","50","82","64","63","75","50","60","22","64","73","86","55"
"14","1480","Björkåshemmet","","","","60% - 80%","100","0","20","50","20","92","87","83","64","93","71","60","31","69","100","100","73","86","67","85","57","79","71","80","50","80","80"
"14","1480","Gerdas gård","","","","60% - 80%","100","0","42","45","18","94","84","95","91","82","87","98","89","86","100","94","100","98","94","93","44","92","83","98","87","97","96"
"14","1480","Gerdas gård","Gerdas gård plan 2","","","40% - 60%","100","0","25","17","0","89","73","100","83","83","92","92","75","90","100","100","100","100","100","92","27","100","86","100","92","100","100"
"14","1480","Gerdas gård","Gerdas gård plan 3","","","60% - 80%","100","0","44","47","21","94","89","89","89","84","89","100","89","78","100","89","100","100","89","95","42","84","67","100","79","100","95"
"14","1480","Gerdas gård","Gerdas gård plan 4","","","80% - 100%","100","0","48","56","25","96","84","96","96","80","83","100","95","91","100","96","100","96","96","92","52","96","95","96","92","92","96"
"14","1480","Granlidens äldreboende","","","","40% - 60%","100","0","33","53","21","93","71","58","79","74","68","50","40","73","90","71","84","82","67","72","37","70","42","72","48","79","77"
"14","1480","Granlidens äldreboende","Granlidens äldreboende avd E","","","60% - 80%","100","0","25","63","13","100","88","63","x","86","86","38","x","57","86","57","100","100","x","86","x","71","29","71","43","x","100"
"14","1480","Högsbotorpshemmet","","","","60% - 80%","100","0","22","32","10","88","85","64","72","73","68","64","47","60","93","71","84","85","57","59","37","75","57","75","42","80","75"
"14","1480","Högsbotorpshemmet","Högsbotorphemmet vån 1 grpb","","","40% - 60%","100","0","14","29","0","x","x","x","86","x","71","x","x","x","86","x","100","86","x","86","x","x","x","x","43","x","86"
"14","1480","Högsbotorpshemmet","Högsbotorpshemmet vån 2","","","60% - 80%","100","0","25","35","10","80","79","65","65","65","53","55","30","47","90","65","79","83","53","65","39","78","56","65","37","69","68"
"14","1480","Högsbotorpshemmet","Högsbotorpshemmet vån 3","","","80% - 100%","100","0","24","29","12","90","83","71","81","68","76","68","63","76","96","76","80","84","58","52","32","61","45","75","48","88","78"
"14","1480","Järnbrottshus äldreboende","","","","40% - 60%","100","0","19","27","19","44","50","38","40","53","47","20","25","9","87","62","63","81","29","14","8","77","50","53","33","67","47"
