"Läns-kod","Kommun-kod","Enhet, nivå 1","","","","","place holder1","place holder 2","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F16","F17","F18","F19","F20","F21","F22","F23","F25","F27","F24"
"1","180","Högdalen vård och omsorgsb.","","","","40-60","0","0","9","32","8","80","54","60","73","65","62","48","41","41","88","58","83","74","52","53","32","77","44","72","47","81","67"
"1","180","Högdalen vård och omsorgsb.","Omsorgsb, sjukhem Äo valfrihet","","","60-80","0","0","7","33","7","78","53","61","77","62","57","45","43","41","85","55","82","72","50","55","30","75","47","69","49","80","65"
"1","180","Högdalen vård och omsorgsb.","Omsorgsb. gruppb. Äo valfrihet","","","20-40","0","0","22","22","11","x","63","56","56","88","89","67","x","x","100","x","88","88","x","38","44","88","x","89","33","86","78"
"1","180","Mårtensgården","","","","20-40","0","0","44","53","13","92","80","69","54","93","69","81","80","69","100","93","100","100","67","64","71","93","77","93","63","100","81"
"1","180","Skogsgläntans Gruppboende","","","","20-40","0","0","57","43","29","x","x","x","86","100","x","86","x","x","100","x","100","100","x","86","x","x","x","86","0","x","100"
"1","180","Stureby vård- och omsorgsboende","","","","40-60","0","0","14","26","16","93","69","48","88","85","71","73","36","38","98","81","88","87","34","29","21","71","40","80","36","88","85"
"1","180","Tussmötegården","","","","40-60","0","0","20","17","10","89","80","39","83","78","72","57","30","43","93","59","78","82","39","72","17","64","63","62","36","73","69"
"1","180","Tussmötegården","Omsorgsb. gruppb. Äo valfrihet","","","40-60","0","0","42","33","17","88","90","55","78","100","90","73","x","x","100","67","91","100","44","90","29","80","71","75","55","91","83"
"1","180","Tussmötegården","Omsorgsb. sjukhem Äo valfrihet","","","40-60","0","0","6","6","6","91","73","29","87","63","60","47","21","40","87","54","69","69","36","60","13","53","58","53","24","60","59"
"1","180","Årsta Vård och omsorgsb.","","","","40-60","0","0","36","36","16","89","67","48","64","68","56","65","29","65","100","77","92","80","48","52","27","67","53","72","33","84","79"
"1","180","Årsta Vård och omsorgsb.","Omsorgsb. sjukhem Äo valfrihet","","","40-60","0","0","32","32","16","88","61","44","69","63","58","56","29","60","100","71","89","79","40","41","18","67","50","68","26","79","74"
"1","180","Årstabergshemmet","","","","60-80","0","0","23","45","14","92","71","71","87","65","83","79","67","67","95","71","94","95","81","65","53","89","85","95","50","100","89"
"1","180","Björkgården","","","","40-60","0","0","25","13","50","x","75","63","38","x","x","x","x","x","100","x","75","71","x","50","43","100","x","88","75","100","57"
"1","180","Edö Demensboende","","","","40-60","0","0","32","26","16","94","72","50","83","78","72","67","44","38","94","71","89","78","63","47","25","75","75","78","53","95","94"
"1","180","Edö Somatiskt boende","","","","40-60","0","0","6","13","0","100","65","69","77","47","53","93","69","71","100","100","94","100","92","57","43","81","71","87","50","92","100"
"1","180","Farsta vård- och omsorgsb.","","","","40-60","0","0","18","50","7","85","63","50","58","73","75","75","38","39","96","75","85","96","41","36","25","79","42","89","26","87","79"
"1","180","Farsta vård- och omsorgsb.","Omsorgs. gruppb. Äo valfrihet","","","40-60","0","0","10","50","20","100","67","60","44","78","75","70","x","x","100","88","90","100","50","40","43","88","x","100","30","100","90"
"1","180","Farsta vård- och omsorgsb.","Omsorgsb.sjukhem Äo valfrihet","","","40-60","0","0","22","50","0","75","61","44","65","71","75","78","27","35","94","69","82","94","36","33","18","75","38","82","24","79","72"
"1","180","Johannesgården","","","","60-80","0","0","15","21","10","81","67","50","67","74","42","50","38","39","89","69","84","75","38","53","29","69","38","80","30","93","79"
"1","180","Kyrkbyn","","","","40-60","0","0","8","15","0","100","82","50","89","58","58","58","30","42","85","73","77","77","25","42","8","58","25","69","31","80","75"
"1","180","Postiljonen VoB","","","","40-60","0","0","17","38","11","83","84","70","83","82","90","79","39","56","97","77","91","94","81","48","30","89","67","71","36","91","87"
"1","180","Postiljonen VoB","Omsorgsboende, gruppboende Äo","","","40-60","0","0","17","42","10","78","85","70","79","86","88","73","39","47","96","70","88","92","75","41","28","90","60","72","33","93","88"
"1","180","Solgården","","","","60-80","0","0","15","29","10","89","70","71","78","45","56","58","42","56","86","63","89","71","29","37","20","84","46","61","25","87","67"
"1","180","Söndagsgården","","","","40-60","0","0","25","38","13","x","x","100","100","100","100","88","x","x","100","x","88","88","x","63","x","x","x","86","63","x","100"
"1","180","Villa Sköndal","","","","40-60","0","0","11","11","11","86","78","67","75","63","67","89","13","22","89","88","89","89","14","63","13","88","57","88","44","x","75"
"1","180","Attendo Valborgsmässovägen","","","","40-60","0","0","28","30","17","59","43","42","58","52","46","68","35","43","93","72","85","85","55","68","27","78","33","81","31","95","79"
"1","180","Attendo Valborgsmässovägen","Omsorgsboende, sjukhem Äo","","","60-80","0","0","24","29","16","57","40","35","50","48","48","63","33","38","92","73","83","83","53","63","30","74","33","78","28","94","75"
"1","180","Axelsbergs gruppboende","","","","40-60","0","0","14","57","43","86","x","57","x","57","x","86","x","x","100","86","71","71","x","29","x","43","x","86","29","x","57"
"1","180","Axgårdens sjukhem","","","","40-60","0","0","17","25","8","100","64","64","30","73","58","67","50","44","83","64","92","100","25","33","36","83","40","82","45","75","91"
"1","180","Fruängsgården B-huset","","","","40-60","0","0","20","26","8","92","60","52","41","61","54","61","25","59","85","68","85","70","47","28","35","71","27","71","31","74","70"
"1","180","Fruängsgården B-huset","Omsorgsboende, gruppboende Äo","","","40-60","0","0","28","31","14","83","68","50","29","68","58","54","26","55","79","67","89","68","43","32","38","63","29","72","21","71","65"
"1","180","Fruängsgården B-huset","Omsorgsboende, sjukhem Äo","","","40-60","0","0","10","19","0","100","50","55","60","52","50","71","24","63","95","69","81","71","53","22","32","83","25","70","43","78","75"
"1","180","La Casa","","","","40-60","0","0","23","31","23","92","85","85","83","69","75","50","45","70","92","90","83","83","54","67","8","77","54","77","46","91","83"
"1","180","Åsengårdens gruppboende","","","","40-60","0","0","14","15","21","85","79","83","100","64","67","75","x","50","100","91","85","92","70","58","25","82","80","85","46","100","92"
"1","180","Hässelgården gruppboende","","","","40-60","0","0","33","29","11","82","71","81","73","75","83","93","45","64","100","75","88","94","45","38","33","64","60","79","53","88","73"
"1","180","Koppargården","","","","40-60","0","0","20","41","11","74","58","35","49","51","52","50","18","32","84","66","71","73","39","38","30","81","36","56","37","67","60"
"1","180","Koppargården","Omsorgsboende, gruppboende Äo","","","40-60","0","0","22","48","15","69","70","42","48","65","63","61","25","26","83","67","68","68","47","40","37","82","44","57","33","60","73"
"1","180","Koppargården","Omsorgsboende, sjukhem Äo","","","40-60","0","0","19","36","4","82","46","29","52","38","44","42","14","33","83","65","73","76","33","33","20","85","29","54","42","73","50"
"1","180","Liviagården","","","","40-60","0","0","47","40","40","70","73","67","79","64","71","71","46","57","80","69","77","67","73","73","47","62","43","73","47","x","87"
"1","180","Skolörtens gruppboende","","","","40-60","0","0","15","33","20","79","44","56","63","81","64","69","31","45","100","67","93","94","17","65","23","69","54","88","26","81","87"
"1","180","Alströmerhemmets V o B","","","","80-100","0","0","36","41","16","84","71","63","81","68","70","65","60","61","89","80","79","84","80","66","37","74","58","79","41","78","77"
"1","180","Alströmerhemmets V o B","Omsorgsboende, gruppboende Äo","","","60-80","0","0","44","43","28","81","74","67","84","80","72","69","62","60","88","77","88","85","81","61","42","83","58","82","39","81","82"
"1","180","Alströmerhemmets V o B","Omsorgsboende, sjukhem Äo","","","80-100","0","0","29","40","7","86","69","60","78","59","69","63","59","63","90","83","73","84","80","70","33","69","58","77","43","75","73"
"1","180","Herdens Äldreboende","","","","20-40","0","0","0","29","29","100","x","86","x","86","86","86","x","71","100","x","86","100","43","x","43","x","x","x","57","86","86"
"1","180","S:T Eriks Vo B","","","","40-60","0","0","23","42","15","100","83","92","85","100","90","100","x","x","100","100","100","100","67","85","50","100","71","91","62","100","100"
"1","180","Serafen Vård o Omsorgsb.","","","","60-80","0","0","44","54","18","83","83","76","73","72","73","85","73","68","96","85","88","90","80","69","48","79","29","84","45","93","87"
"1","180","Serafen Vård o Omsorgsb.","Omsorgsboende, gruppboende Äo","","","40-60","0","0","26","50","19","75","81","65","61","78","72","71","67","50","93","83","84","81","76","70","59","76","33","79","33","87","84"
"1","180","Serafen Vård o Omsorgsb.","Omsorgsboende, sjukhem Äo","","","60-80","0","0","47","62","14","84","88","80","74","71","72","93","78","74","100","88","93","98","78","66","47","83","24","88","51","100","91"
"1","180","Serafen Vård o Omsorgsb.","Vård- och omsorgsboende profil","","","40-60","0","0","67","40","29","90","73","80","87","67","79","86","69","71","93","80","80","87","93","77","36","71","36","80","47","x","80"
"1","180","Solbacken VoB","","","","60-80","0","0","42","53","28","100","85","68","73","82","88","87","63","58","100","78","97","89","69","66","47","84","67","97","56","100","85"
"1","180","Stockholms Sjukhem","","","","40-60","0","0","18","38","8","100","72","65","56","65","80","77","48","75","97","91","89","92","76","51","31","75","61","84","64","90","80"
"1","180","Stockholms Sjukhem","Omsorgsboende, gruppboende Äo","","","60-80","0","0","14","23","14","100","75","85","64","85","83","92","x","91","92","91","92","91","77","54","40","100","67","92","46","100","79"
"1","180","Stockholms Sjukhem","Omsorgsboende, sjukhem Äo","","","40-60","0","0","19","46","4","100","71","54","52","54","78","69","40","67","100","91","88","92","75","50","26","64","59","80","73","84","81"
"1","180","Dalahöjdens äldreboende","","","","40-60","0","0","17","31","0","45","60","29","88","20","21","31","25","50","75","62","71","65","31","35","6","50","23","47","41","50","50"
"1","180","Dalahöjdens äldreboende","Omsorgsboende, sjukhem Äo","","","60-80","0","0","23","33","0","50","64","30","100","30","30","33","33","50","67","60","75","67","40","38","9","56","30","50","50","40","42"
"1","180","Riddargårdens VoB","","","","60-80","0","0","8","25","9","100","75","64","47","86","73","82","50","50","96","85","88","92","55","48","35","86","75","96","46","89","91"
"1","180","Sabbatsbergsbyns VoB","","","","60-80","0","0","32","42","20","98","80","74","98","88","78","94","63","78","98","95","94","96","83","74","32","89","65","96","48","98","92"
"1","180","Sabbatsbergsbyns VoB","Omsorgsboende, gruppboende Äo","","","60-80","0","0","40","49","24","97","83","79","100","89","82","94","69","90","100","100","95","100","83","72","33","91","73","100","49","97","93"
"1","180","Sabbatsbergsbyns VoB","Omsorgsboende, sjukhem Äo","","","40-60","0","0","8","23","8","100","73","58","92","83","67","92","50","50","92","83","92","83","80","82","27","82","40","83","46","100","92"
"1","180","Vasens vård- och omsorgsb.","","","","40-60","0","0","26","42","9","81","67","58","75","56","55","63","40","50","91","68","82","78","64","42","37","63","54","72","43","78","73"
"1","180","Vasens vård- och omsorgsb.","Omsorgsboende, gruppboende Äo","","","40-60","0","0","17","50","11","75","53","50","73","53","71","67","50","40","95","67","89","79","63","41","41","69","62","82","47","80","79"
"1","180","Vasens vård- och omsorgsb.","Omsorgsboende, ålderdomshem Äo","","","60-80","0","0","40","36","7","90","85","71","77","57","38","54","25","58","86","67","69","75","73","46","33","54","42","57","40","71","62"
"1","180","Väderkvarnen VoB","","","","40-60","0","0","33","45","7","90","77","66","38","69","64","71","58","59","97","93","93","80","48","34","32","79","58","87","52","95","90"
"1","180","Väderkvarnen VoB","Omsorgsboende, gruppboende Äo","","","40-60","0","0","29","50","12","86","82","65","46","81","75","81","69","64","100","94","100","94","62","31","33","81","69","94","56","100","94"
"1","180","Väderkvarnen VoB","Omsorgsboende, sjukhem Äo","","","40-60","0","0","42","33","0","x","67","64","25","50","55","55","50","50","92","91","83","58","36","33","33","73","50","75","40","88","83"
"1","180","Akalla äldreboende","","","","20-40","0","0","44","22","0","100","75","88","x","89","63","88","x","63","89","75","78","88","88","43","38","63","x","100","33","x","88"
"1","180","Kista äldreboende","","","","60-80","0","0","30","30","12","85","52","45","40","45","48","56","47","54","85","66","75","73","44","56","37","69","56","73","46","84","65"
"1","180","Kista äldreboende","Omsorgsboende, gruppboende Äo","","","60-80","0","0","20","26","8","95","70","70","62","73","81","90","79","75","100","88","90","90","58","76","41","79","82","90","46","100","87"
"1","180","Kista äldreboende","Omsorgsboende, ålderdomshem Äo","","","40-60","0","0","40","33","16","74","36","21","18","20","20","25","29","39","71","50","61","57","32","36","33","61","29","57","46","67","43"
"1","180","Rinkeby äldreboende","","","","20-40","0","0","22","13","0","100","67","11","13","44","22","44","50","50","78","63","78","63","14","50","43","38","50","88","25","71","63"
"1","180","Hemmet för Gamla","","","","40-60","0","0","22","40","9","100","67","57","90","78","65","58","43","49","96","82","90","83","64","42","40","85","63","79","33","78","74"
"1","180","Judiska hemmet","","","","40-60","0","0","27","36","18","100","86","86","91","73","73","82","65","89","100","81","95","81","65","73","36","82","26","100","50","88","85"
"1","180","Judiska hemmet","Omsorgsboende, sjukhem Äo","","","40-60","0","0","25","44","6","100","88","87","88","69","69","81","56","87","100","75","94","73","57","75","38","75","15","100","57","83","86"
"1","180","Björksätra","","","","40-60","0","0","31","67","13","100","69","81","60","69","81","88","73","81","100","94","100","100","79","75","36","81","62","100","63","100","94"
