"Läns-kod","Kommun-kod","Enhet, nivå 1","","","","","place holder1","place holder 2","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F16","F17","F18","F19","F20","F21","F22","F23","F25","F27","F24"
"12","1287","Östergården","","","","40-60","0","0","23","77","23","100","85","67","22","85","77","77","63","67","92","67","85","85","45","25","33","60","22","100","38","80","85"
"12","1290","Centrala","","","","40-60","0","0","19","38","16","74","66","49","46","69","57","63","47","46","89","70","83","79","48","44","29","74","41","79","34","71","76"
"12","1290","Centrala","Allögården","","","60-80","0","0","12","53","24","75","56","50","54","87","56","56","33","20","88","71","80","82","73","47","38","81","46","65","13","55","76"
"12","1290","Centrala","Allögården","Allögården allmän inriktning","","60-80","0","0","18","55","18","80","70","56","75","90","70","60","50","30","91","89","90","82","89","55","40","82","33","64","10","x","82"
"12","1290","Centrala","Björken","","","40-60","0","0","27","38","7","86","92","54","54","67","58","79","50","56","93","82","100","92","45","29","50","78","71","92","38","91","85"
"12","1290","Centrala","Hammarshemmet","","","60-80","0","0","23","33","23","82","85","42","62","62","67","69","54","83","92","75","92","85","50","77","17","83","27","92","38","89","85"
"12","1290","Centrala","Ädelstenen","","","20-40","0","0","25","25","17","44","60","50","9","75","60","55","x","33","73","67","90","73","14","18","11","60","30","82","17","83","75"
"12","1290","Centrala","Östergård 1/Pionen","","","60-80","0","0","15","23","15","56","42","23","33","42","33","50","27","36","92","50","50","54","17","15","0","55","30","58","38","33","46"
"12","1290","Centrala","Östergård 1/Pionen","Pionen 1","","60-80","0","0","14","43","29","x","x","29","29","x","x","x","x","x","x","x","43","57","29","14","0","x","x","x","43","x","71"
"12","1290","Centrala","Östergård 2","","","40-60","0","0","11","56","11","88","56","78","56","78","78","67","86","50","100","75","89","89","67","78","56","78","44","88","67","x","89"
"12","1290","Enskilda","","","","40-60","0","0","26","38","10","90","84","82","66","83","83","84","60","72","97","85","93","97","79","69","44","86","73","93","49","90","93"
"12","1290","Enskilda","Amalia","","","40-60","0","0","28","33","6","79","82","76","20","100","94","94","62","71","100","94","100","100","79","60","63","88","75","94","59","93","94"
"12","1290","Enskilda","Amalia","Amalia allmän inriktning","","40-60","0","0","38","46","8","90","77","69","27","100","92","92","55","77","100","92","100","100","82","73","62","83","67","92","58","90","92"
"12","1290","Enskilda","Axeltorps vårdhem","","","40-60","0","0","8","25","17","100","92","100","75","100","83","92","73","73","100","91","100","100","75","75","36","92","75","100","58","100","100"
"12","1290","Enskilda","Christiansro","","","60-80","0","0","38","42","8","90","79","77","76","54","68","59","50","71","91","71","78","91","74","59","30","78","55","83","36","75","82"
"12","1290","Enskilda","Lindåsa","","","40-60","0","0","19","47","12","93","87","81","88","100","93","100","62","73","100","92","100","100","93","87","55","93","100","100","50","100","100"
"12","1290","Västra","","","","40-60","0","0","26","44","15","79","72","61","78","69","63","77","60","71","95","84","90","89","69","69","42","78","61","88","38","88","83"
"12","1290","Västra","Almgården","","","40-60","0","0","33","45","17","64","67","70","58","82","80","73","25","56","92","78","100","91","67","73","20","100","100","82","50","70","83"
"12","1290","Västra","Almgården","Almgården demensboende","","40-60","0","0","38","57","25","57","75","x","63","86","x","71","x","x","100","x","100","100","x","86","x","x","x","71","50","71","88"
"12","1290","Västra","Almhaga","","","60-80","0","0","50","57","14","73","64","64","86","79","57","79","54","62","100","79","86","93","79","79","43","71","73","93","38","89","93"
"12","1290","Västra","Björklunden","","","40-60","0","0","22","50","0","69","59","50","46","65","47","65","50","71","88","76","82","76","47","53","41","56","53","88","28","80","65"
"12","1290","Västra","Demenscentrum Charlottesborg A","","","60-80","0","0","13","33","31","73","67","58","73","75","89","77","x","x","100","90","77","77","33","55","30","77","58","85","33","77","69"
"12","1290","Västra","Forsalid","","","60-80","0","0","29","43","7","100","86","42","92","38","36","86","62","100","100","92","100","100","75","77","46","77","42","75","38","100","79"
"12","1290","Västra","Skogåsa","","","60-80","0","0","20","40","13","77","85","69","100","79","71","87","64","93","100","100","100","100","78","75","46","86","33","100","33","100","100"
"12","1290","Västra","Skärdal Västra","","","40-60","0","0","22","56","28","88","78","65","87","67","61","76","75","56","88","69","82","83","93","67","59","76","69","83","33","93","83"
"12","1290","Västra","Skärdal Östra","","","40-60","0","0","25","0","0","88","75","75","75","75","75","75","x","x","100","x","100","100","x","75","x","100","75","100","75","100","100"
"12","1290","Östra","","","","40-60","0","0","31","37","23","86","74","76","68","82","71","74","67","69","97","78","92","90","62","66","36","77","69","92","50","90","87"
"12","1290","Östra","Fjällbacka","","","40-60","0","0","29","43","19","78","85","76","80","86","85","74","60","73","100","93","95","90","71","84","33","95","94","100","60","86","89"
"12","1290","Östra","Fjällbacka","Fjällbacka allmän inriktning","","40-60","0","0","44","67","22","88","89","67","67","89","89","78","75","86","100","100","100","100","88","78","44","88","86","100","63","x","100"
"12","1290","Östra","Fjällbacka","Fjällbacka demensboende","","40-60","0","0","17","25","17","70","82","83","91","83","82","70","43","63","100","86","91","83","56","90","22","100","100","100","58","90","82"
"12","1290","Östra","Hjärtebacken Demensboende","","","40-60","0","0","27","9","27","64","64","78","30","91","80","70","x","57","91","67","82","91","50","70","30","71","57","90","33","82","90"
"12","1290","Östra","Hjärtebacken Särskilt boende","","","40-60","0","0","40","50","10","100","67","56","67","60","50","50","60","67","100","70","90","90","30","30","25","80","67","100","60","x","70"
"12","1290","Östra","Lanternan","","","20-40","0","0","40","50","36","90","89","90","100","100","89","100","86","80","100","75","100","100","89","90","57","89","80","100","70","100","100"
"12","1290","Östra","Möllebackshemmet","","","60-80","0","0","29","39","22","94","72","72","88","94","65","88","63","67","100","81","89","89","81","88","39","73","42","83","56","92","94"
"12","1290","Östra","Nya Tollaregården","","","40-60","0","0","30","20","30","100","70","80","38","70","60","60","78","90","90","80","100","90","67","56","25","50","50","90","20","86","80"
"12","1290","Östra","Nya Tollaregården","Nya Tollaregården allmän inr.","","60-80","0","0","29","29","29","100","86","100","43","71","86","71","86","100","100","100","100","100","71","71","29","57","71","100","29","x","100"
"12","1290","Östra","Åhaga","","","40-60","0","0","33","22","22","71","50","67","75","67","67","56","x","38","89","56","89","78","57","33","22","56","63","78","11","86","67"
"12","1290","Östra","Åhaga","Åhaga demensboende","","40-60","0","0","14","14","29","x","43","71","71","71","71","57","x","x","86","57","86","71","x","29","14","57","71","86","14","x","57"
"12","1290","Östra","Österängsgården","","","40-60","0","0","27","47","20","92","79","86","46","71","67","79","78","70","100","83","93","93","33","53","50","79","85","93","64","100","93"
"12","1290","Östra","Österängsgården","Österängsg. allmän inriktning","","60-80","0","0","38","63","25","100","100","88","57","75","88","88","x","x","100","100","100","100","x","75","71","100","100","100","75","x","100"
"12","1290","Östra","Österängsgården","Österängsgården demensboende","","20-40","0","0","14","29","14","x","x","x","x","x","43","x","x","x","100","x","86","86","x","29","29","57","x","86","x","x","x"
"12","1291","Ankaret","","","","40-60","0","0","36","36","18","70","70","82","60","100","90","90","43","78","100","91","100","91","63","64","33","70","29","91","45","90","73"
"12","1291","Borrbyhemmet","","","","40-60","0","0","25","33","8","67","64","75","75","67","75","75","90","80","100","100","92","92","44","82","45","100","89","100","64","90","91"
"12","1291","Borrbyhemmet","Borrbyhemmet Ängen/Lunden","","","40-60","0","0","29","29","14","x","x","86","86","71","57","86","x","x","100","x","86","86","x","86","x","x","x","x","x","x","x"
"12","1291","Hammenhög","","","","60-80","0","0","19","19","5","78","76","70","69","80","68","67","57","67","95","88","90","86","47","60","21","72","80","95","48","87","75"
"12","1291","Lillevångshemmet","","","","60-80","0","0","8","31","4","95","75","65","90","77","64","88","64","74","100","88","96","100","75","64","26","83","57","96","46","95","92"
"12","1291","Lillevångshemmet","Lillevångshemmet Havsbrisen","","","60-80","0","0","0","29","0","100","x","71","x","71","71","86","x","x","100","86","100","100","x","x","x","86","x","100","29","x","100"
"12","1291","Lillevångshemmet","Lillevångshemmet Horisont","","","80-100","0","0","0","38","0","x","63","75","x","75","50","75","57","x","100","x","100","100","71","71","x","x","x","88","38","86","88"
"12","1291","Rosenborg","","","","40-60","0","0","8","46","0","91","62","67","67","77","77","92","83","75","100","100","92","92","75","75","38","77","55","100","58","x","77"
"12","1291","Rosenborg","Rosenborg Nyponrosen","","","40-60","0","0","14","29","0","x","57","x","x","86","71","100","x","x","100","x","86","x","x","x","43","71","x","x","x","x","71"
"12","1291","S:t Olofshemmet","","","","60-80","0","0","22","44","11","71","78","100","78","100","100","89","x","57","100","100","89","100","63","78","0","89","75","89","33","89","100"
"12","1291","Skönadalshemmet","","","","40-60","0","0","26","27","13","88","56","63","56","100","72","79","59","61","100","78","95","90","53","67","22","72","61","86","36","94","86"
"12","1291","Solgläntan","","","","40-60","0","0","45","36","18","90","73","100","100","90","100","82","57","80","91","80","90","91","89","64","38","80","56","91","45","x","91"
"12","1292","Enskild","","","","60-80","0","0","24","37","14","82","75","76","67","92","73","76","59","64","98","85","95","88","67","73","36","80","64","87","60","95","85"
"12","1292","Enskild","Adium Omsorg AB","","","40-60","0","0","30","38","12","84","77","78","55","87","72","73","65","65","100","79","91","81","67","79","28","74","62","83","58","100","87"
"12","1292","Enskild","Adium Omsorg AB","Adium Omsorg AB Karlslund","","60-80","0","0","35","35","10","94","78","84","65","83","67","67","69","63","100","78","90","80","71","89","17","65","63","74","65","100","85"
"12","1292","Enskild","Adium Omsorg AB","Adium Omsorg Åshaga o Paviljong","","40-60","0","0","23","42","15","67","75","69","42","92","82","83","60","70","100","82","92","83","60","60","45","91","60","100","46","100","91"
"12","1292","Enskild","Attendo AB","","","60-80","0","0","38","29","29","80","68","75","62","86","80","94","58","50","95","87","89","89","71","60","33","80","67","87","59","94","74"
"12","1292","Enskild","Attendo AB","Solängen","","60-80","0","0","38","29","29","80","68","75","62","86","80","94","58","50","95","87","89","89","71","60","33","80","67","87","59","94","74"
"12","1292","Enskild","Vardaga","","","60-80","0","0","5","37","5","94","72","78","73","100","71","74","59","63","95","88","100","94","79","67","38","81","58","89","74","93","89"
"12","1292","Enskild","Vardaga","Bäckagården","","60-80","0","0","5","37","5","94","72","78","73","100","71","74","59","63","95","88","100","94","79","67","38","81","58","89","74","93","89"
"12","1292","Enskild","Victum Omsorg AB","","","40-60","0","0","17","43","9","70","82","74","83","100","70","70","46","70","100","89","100","91","57","82","48","86","71","91","52","89","91"
"12","1292","Enskild","Victum Omsorg AB","Bokhöjden","","60-80","0","0","20","40","20","88","90","100","80","100","90","80","x","78","100","100","100","100","70","90","70","100","78","100","70","100","100"
"12","1292","Enskild","Victum Omsorg AB","KVS","","40-60","0","0","15","46","0","58","75","54","85","100","54","62","25","64","100","82","100","83","45","75","27","75","63","85","38","82","83"
"12","1292","Enskild","Victum Omsorg AB","KVS","","40-60","0","0","11","44","0","63","75","44","78","100","33","56","29","75","100","88","100","75","50","78","29","100","x","89","56","86","88"
"12","1292","Offentlig","","","","60-80","0","0","30","41","15","94","76","71","68","85","71","82","59","73","96","84","93","86","74","71","38","87","61","88","53","91","91"
"12","1292","Offentlig","Karlsgården/Lunden","","","40-60","0","0","9","18","27","89","40","60","40","90","89","82","56","75","100","80","90","91","70","82","50","100","73","90","80","100","100"
"12","1292","Offentlig","Kungshaga Gamla delen/Solhaga","","","80-100","0","0","35","52","10","93","89","84","67","100","79","76","75","61","95","81","90","86","89","57","53","85","61","81","43","91","100"
"12","1292","Offentlig","Kungshaga Nya delen","","","60-80","0","0","18","40","5","95","62","65","65","90","62","80","44","58","86","61","90","77","79","60","24","72","33","76","35","86","76"
"12","1292","Offentlig","Munkaljungbygården","","","40-60","0","0","23","8","38","90","91","92","64","85","83","91","56","69","100","100","100","92","80","62","67","85","75","92","31","86","92"
"12","1292","Offentlig","Viktoriagården","","","60-80","0","0","13","40","13","94","75","63","93","63","47","67","38","77","100","92","94","69","50","63","20","77","43","93","56","92","88"
"12","1292","Offentlig","Willans VB","","","40-60","0","0","43","50","14","90","79","18","57","50","36","79","62","69","93","85","92","93","44","92","36","100","55","86","71","75","86"
"12","1292","Offentlig","Åsbytrop","","","60-80","0","0","50","53","11","100","84","95","76","100","94","95","72","100","100","95","95","95","88","85","42","94","72","100","63","100","95"
"12","1293","Bjärnum","","","","20-40","0","0","13","44","0","88","79","75","56","93","69","81","57","71","94","73","88","94","67","67","56","94","83","88","63","83","88"
"12","1293","Bjärnum","Nybo","","","20-40","0","0","13","44","0","88","79","75","56","93","69","81","57","71","94","73","88","94","67","67","56","94","83","88","63","83","88"
"12","1293","Ekegården","","","","20-40","0","0","14","23","0","91","75","38","42","78","55","75","56","62","100","89","86","93","63","58","56","75","44","85","50","85","85"
"12","1293","Hästveda","","","","60-80","0","0","23","41","14","81","77","86","89","64","82","82","65","67","95","85","91","86","60","68","42","71","56","86","45","93","81"
"12","1293","Hästveda","Solgården","","","60-80","0","0","23","41","14","81","77","86","89","64","82","82","65","67","95","85","91","86","60","68","42","71","56","86","45","93","81"
"12","1293","Högalid","","","","60-80","0","0","34","38","6","76","66","59","28","67","69","61","30","33","87","74","87","87","42","26","33","46","44","72","19","88","72"
"12","1293","Kaptensgården","","","","40-60","0","0","10","19","23","95","89","90","41","68","75","90","59","75","100","95","90","95","67","61","42","67","56","90","52","83","86"
"12","1293","Sösdala","","","","40-60","0","0","36","36","32","83","86","95","95","95","91","95","60","68","95","90","95","100","78","86","26","80","44","95","50","94","100"
"12","1293","Sösdala","Björkhaga","","","40-60","0","0","36","36","32","83","86","95","95","95","91","95","60","68","95","90","95","100","78","86","26","80","44","95","50","94","100"
"12","1293","Tyringe","","","","40-60","0","0","27","43","13","97","84","72","78","80","70","77","59","55","100","88","91","95","64","48","39","85","66","93","57","96","83"
"12","1293","Tyringe","Hemgården","","","60-80","0","0","27","43","13","97","84","72","78","80","70","77","59","55","100","88","91","95","64","48","39","85","66","93","57","96","83"
"12","1293","Vinslöv","","","","20-40","0","0","19","44","7","100","63","75","80","80","87","87","62","75","100","85","77","93","64","94","47","83","50","80","56","100","87"
"12","1293","Vinslöv","Sjögläntan","","","20-40","0","0","21","43","0","100","57","79","79","77","85","85","55","73","100","83","75","100","62","93","46","80","50","77","50","100","85"
"12","1293","Vittsjö","","","","40-60","0","0","32","47","26","93","79","79","81","100","79","89","81","82","100","88","95","95","63","71","53","94","82","100","50","100","100"
"12","1293","Vittsjö","Skansenhemmet","","","60-80","0","0","36","36","9","90","82","73","78","100","82","82","80","70","100","78","91","100","64","50","27","90","71","100","70","100","100"
"12","1293","Vittsjö","Vittsjö sjukhem","","","40-60","0","0","25","63","50","x","75","88","86","100","75","100","x","100","100","100","100","88","63","100","88","100","x","100","25","x","100"
"13","1315","Fredrikslundsvägen 9A+9B","","","","40-60","0","0","29","23","21","82","83","73","88","73","64","75","45","27","92","60","92","75","89","73","25","60","71","75","42","55","91"
"13","1315","Fredrikslundsvägen 9A+9B","Fredrikslundsv. 9B","","","40-60","0","0","22","13","22","x","71","57","x","x","57","71","29","x","86","x","86","57","x","71","25","x","x","57","43","x","x"
"13","1315","Malmagatan/Realgatan","","","","40-60","0","0","28","28","31","96","82","68","65","78","65","75","70","74","93","96","89","93","82","81","42","92","71","96","46","100","100"
"13","1315","Malmagatan/Realgatan","Malmagatan 2","","","40-60","0","0","30","40","20","100","90","80","78","78","50","60","63","70","90","100","80","100","60","89","40","89","75","90","60","100","100"
"13","1315","Malmagatan/Realgatan","Malmagatan 2","Malmagatan 2 np","","40-60","0","0","29","43","29","100","86","71","71","x","x","57","x","71","86","100","71","100","57","86","43","100","x","100","71","x","100"
"13","1315","Malmagatan/Realgatan","Realgatan 3 A-C","","","40-60","0","0","26","21","37","94","78","61","59","78","72","83","73","76","94","94","94","88","94","78","44","94","69","100","39","100","100"
"13","1315","Malmagatan/Realgatan","Realgatan 3 A-C","Realgatan 3 A","","40-60","0","0","20","10","30","90","90","60","67","80","80","80","67","78","90","90","100","80","90","80","40","100","89","100","40","100","100"
"13","1380","Almgårdens äldreboende","","","","60-80","0","0","35","59","41","94","94","88","87","94","81","88","86","88","100","100","100","94","88","100","33","64","70","88","50","100","94"
"13","1380","Almgårdens äldreboende","Almgårdens äb Prästkragen","","","80-100","0","0","33","56","44","100","88","88","100","88","75","100","86","75","100","x","100","100","88","100","44","x","x","88","57","x","100"
"13","1380","Almgårdens äldreboende","Almgårdens äb Vallmon","","","60-80","0","0","38","63","38","89","100","88","75","100","88","78","86","100","100","100","100","89","88","100","22","75","71","89","44","100","89"
"13","1380","Andersbergs äldreboende","","","","60-80","0","0","24","34","15","68","63","48","56","68","63","62","52","44","90","74","72","87","54","48","28","78","57","77","50","79","73"
"13","1380","Andersbergs äldreboende","Andersberg Fredsborg","","","80-100","0","0","20","20","10","88","60","33","38","70","67","60","x","38","100","71","90","100","50","50","11","78","38","89","67","88","78"
"13","1380","Andersbergs äldreboende","Andersberg Håkanstorp","","","40-60","0","0","29","71","29","x","x","43","x","71","x","x","x","x","86","x","57","x","x","x","x","71","x","x","43","x","71"
"13","1380","Andersbergs äldreboende","Andersberg Karolinehed","","","60-80","0","0","27","27","9","86","64","60","100","64","67","70","57","56","80","75","64","70","56","56","45","75","x","64","27","80","64"
"13","1380","Dalsbo äldreboende","","","","40-60","0","0","22","33","0","100","63","56","67","75","75","88","x","x","100","x","89","89","50","56","56","86","x","78","67","89","89"
"13","1380","Frennarps äldreboende","","","","80-100","0","0","28","47","19","97","80","80","83","82","88","85","71","64","100","79","97","97","58","76","37","85","59","94","56","94","94"
"13","1380","Frennarps äldreboende","Frennarps äb Möllan","","","80-100","0","0","29","43","43","100","86","86","100","71","100","100","100","71","100","86","100","100","57","100","x","86","x","100","71","100","100"
"13","1380","Frennarps äldreboende","Frennarps äb Rosentorp","","","80-100","0","0","38","38","38","100","88","63","63","100","86","75","x","x","100","x","100","100","57","63","29","100","86","100","50","100","100"
"13","1380","Frennarps äldreboende","Frennarps äb Videtorp","","","80-100","0","0","14","43","0","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","29","x","x"
"13","1380","Gamletulls äldreboende","","","","60-80","0","0","22","60","18","90","82","50","38","55","55","80","50","67","73","78","80","70","56","60","27","78","50","90","45","100","70"
"13","1380","Gamletulls äldreboende","Gamletulls äb Blåklinten","","","80-100","0","0","x","x","29","x","71","x","x","29","43","x","29","x","57","x","x","x","x","x","29","x","x","x","29","x","x"
"13","1380","Hemgårdens äldreboende","","","","60-80","0","0","17","17","17","73","67","67","67","100","83","100","70","91","100","82","100","100","45","83","27","75","44","92","33","89","91"
"13","1380","Hemgårdens äldreboende","Hemgårdens äb Pärlan","","","80-100","0","0","18","18","18","80","64","64","64","100","82","100","67","90","100","80","100","100","40","82","30","71","38","91","27","88","90"
"13","1380","Krusbärets äldreboende","","","","60-80","0","0","30","41","9","100","100","83","75","96","90","100","94","91","100","100","95","100","82","95","50","86","63","100","77","100","95"
"13","1380","Krusbärets äldreboende","Krusbärets äb Plan 1","","","40-60","0","0","30","44","20","100","100","70","89","100","78","100","88","90","100","100","90","100","63","90","56","89","88","100","80","100","100"
"13","1380","Krusbärets äldreboende","Krusbärets äb Plan 2","","","80-100","0","0","31","38","0","100","100","92","64","92","100","100","100","92","100","100","100","100","100","100","45","83","38","100","75","100","92"
"13","1380","Kvarnlyckans äldreboende","","","","80-100","0","0","25","43","13","87","73","65","76","90","73","80","55","74","100","95","90","98","69","83","41","68","61","90","53","97","93"
"13","1380","Kvarnlyckans äldreboende","Kvarnlyckans äb Boken","","","80-100","0","0","0","25","25","88","63","75","57","88","50","88","43","88","100","100","88","100","50","88","38","63","x","88","63","100","100"
"13","1380","Kvarnlyckans äldreboende","Kvarnlyckans äb Hjorten","","","80-100","0","0","25","50","0","100","56","78","89","100","78","78","50","75","100","100","78","100","89","89","22","63","63","89","50","100","89"
"13","1380","Kvarnlyckans äldreboende","Kvarnlyckans äb Hoven","","","60-80","0","0","43","71","29","86","71","x","x","100","86","100","71","100","100","100","100","x","71","86","71","x","x","100","43","x","100"
"13","1380","Kvarnlyckans äldreboende","Kvarnlyckans äb Skeppet","","","80-100","0","0","22","44","11","86","75","56","63","88","75","67","50","63","100","88","88","89","56","75","56","43","29","88","33","86","78"
"13","1380","Kvarnlyckans äldreboende","Kvarnlyckans äb Skogen","","","60-80","0","0","38","25","0","75","100","50","75","75","75","75","63","50","100","88","100","100","x","75","25","88","86","88","75","100","100"
"13","1380","Nissastrand äldreboende","","","","60-80","0","0","26","37","14","92","78","70","78","76","66","64","53","54","93","78","90","88","67","70","51","76","51","90","55","91","81"
"13","1380","Nissastrand äldreboende","Nissastrand 2 vån gb","","","40-60","0","0","11","13","0","x","44","44","x","78","78","56","63","38","89","75","89","67","67","56","29","89","50","88","56","88","89"
"13","1380","Nissastrand äldreboende","Nissastrand 3 vån gb","","","80-100","0","0","25","50","13","100","100","63","86","63","57","43","x","57","86","x","75","86","x","50","50","75","x","75","57","86","75"
"13","1380","Nissastrand äldreboende","Nissastrand 3 vån äb","","","80-100","0","0","14","x","29","x","x","100","x","x","x","71","x","71","86","x","x","x","57","100","x","x","x","x","57","x","x"
"13","1380","Nissastrand äldreboende","Nissastrand 4 vån äb","","","60-80","0","0","36","29","21","100","77","79","77","71","57","71","46","62","100","79","100","100","69","64","69","57","50","92","57","100","79"
"13","1380","Olsgårdens äb","","","","40-60","0","0","0","56","22","x","78","100","x","89","86","89","43","63","100","86","100","78","x","57","75","75","75","78","33","x","78"
"13","1380","Patrikshills äldreboende","","","","60-80","0","0","28","41","21","91","81","73","66","83","72","83","52","61","93","82","86","93","61","65","43","66","52","88","43","86","81"
"13","1380","Patrikshills äldreboende","Patrikshills äb F1 Skutan 7:1","","","80-100","0","0","25","63","43","100","100","86","x","100","x","100","71","71","100","86","100","100","x","100","75","x","100","100","38","x","100"
"13","1380","Pålsbo äldreboende","","","","80-100","0","0","23","23","6","93","76","57","71","87","74","71","48","62","97","79","90","84","43","57","36","82","71","90","64","88","77"
"13","1380","Pålsbo äldreboende","Pålsbo äb Jupiter 1","","","80-100","0","0","29","14","29","x","71","57","x","86","x","71","x","x","100","x","71","71","43","100","x","x","x","100","x","x","71"
"13","1380","Pålsbo äldreboende","Pålsbo äb Månen 2","","","80-100","0","0","29","0","0","x","x","x","x","71","x","86","71","57","100","86","x","100","x","43","43","86","x","100","x","x","86"
"13","1380","Slottsparkens äldreboende","","","","60-80","0","0","37","56","14","94","93","76","73","90","75","71","53","52","94","73","88","91","59","63","39","70","46","85","48","89","94"
"13","1380","Slottsparkens äldreboende","Slottsparkens äb Lönnen","","","80-100","0","0","57","71","29","86","x","71","71","100","100","86","x","43","100","71","100","100","86","71","71","57","43","86","57","x","100"
"13","1380","Soldalens äldreboende","","","","60-80","0","0","36","36","14","83","46","69","69","77","58","79","36","69","100","83","100","100","33","31","29","71","38","93","62","83","79"
"13","1380","Vallås äldreboende","","","","60-80","0","0","25","33","25","90","79","69","75","82","70","74","55","69","94","77","91","89","50","53","35","79","63","82","42","95","90"
"13","1380","Vallås äldreboende","Vallås äb Furuvik","","","60-80","0","0","44","56","33","100","100","89","89","100","100","89","50","78","89","88","78","89","75","78","56","89","x","89","33","x","100"
"13","1380","Vallås äldreboende","Vallås äb Klyftehög","","","80-100","0","0","17","33","0","89","58","82","57","75","64","75","56","60","75","58","100","64","30","40","33","70","67","83","50","90","75"
"13","1380","Vallås äldreboende","Vallås äb Larsgård","","","40-60","0","0","14","x","14","x","x","x","57","x","x","71","x","x","x","x","x","x","x","29","x","x","x","x","x","x","x"
"13","1380","Vallås äldreboende","Vallås äb Lönnagård","","","40-60","0","0","43","29","43","x","86","x","x","71","x","71","x","x","100","x","100","x","x","x","x","x","x","x","x","x","x"
"13","1380","Vallås äldreboende","Vallås äb Solhäll","","","60-80","0","0","20","20","36","x","64","40","67","90","78","60","x","60","100","75","70","100","38","40","20","86","75","80","11","100","82"
"13","1380","Vallås äldreboende","Vallås äb Svingelstorp","","","60-80","0","0","0","14","14","x","71","71","x","57","29","57","x","x","100","x","100","86","x","14","14","x","x","71","x","100","100"
"13","1380","Vallås äldreboende","Vallås äb Ängshem","","","60-80","0","0","20","10","20","88","88","67","88","100","78","75","x","x","100","x","100","100","x","56","29","86","x","80","38","100","90"
"13","1380","Vidablicks äldreboende","","","","60-80","0","0","23","48","27","85","64","62","65","71","76","84","50","77","96","85","92","92","74","71","40","68","62","96","58","100","88"
"13","1380","Vidablicks äldreboende","Vidablicks äb Avd 2","","","40-60","0","0","14","43","29","x","86","x","x","71","x","71","x","71","100","100","100","86","x","86","x","57","x","100","71","x","100"
"13","1380","Vidablicks äldreboende","Vidablicks äb Avd 3","","","80-100","0","0","29","54","21","91","57","57","75","64","71","86","50","77","93","75","86","93","67","67","15","71","62","93","50","100","86"
"13","1381","Björkebogården","","","","40-60","0","0","9","36","9","100","82","64","70","82","73","64","64","50","91","55","100","80","89","60","40","78","67","91","36","90","82"
"13","1381","Fridhemsgården","","","","60-80","0","0","21","38","13","83","86","83","81","91","86","92","62","75","96","89","91","96","58","77","44","78","64","92","65","100","91"
"13","1381","Lingården","","","","40-60","0","0","29","35","18","100","93","73","64","76","75","59","53","53","94","65","94","88","93","44","47","75","73","88","69","78","88"
"13","1381","Randerslund","","","","60-80","0","0","26","52","13","83","81","86","88","91","75","75","59","67","96","84","95","86","67","63","27","84","47","100","52","95","90"
"13","1381","Solgården","","","","60-80","0","0","28","39","17","75","78","47","47","76","78","76","63","75","83","80","78","83","71","59","22","76","53","89","61","87","83"
"13","1381","Solhemmet","","","","60-80","0","0","25","46","13","100","83","64","77","96","82","83","62","71","100","83","100","92","70","63","17","67","37","95","59","100","95"
"13","1381","Solhemmet","Solhemmet Backen","","","60-80","0","0","13","25","13","x","63","50","63","100","100","100","57","x","100","75","100","100","63","63","x","x","x","86","50","x","88"
"13","1381","Tangon","","","","60-80","0","0","10","25","0","88","80","67","68","75","63","43","23","38","95","60","71","76","63","38","21","79","56","71","52","76","57"
"13","1381","Tangon","Tangon T-huset","","","60-80","0","0","9","18","0","88","80","64","50","82","50","36","25","40","100","63","73","64","44","45","10","64","70","73","55","75","55"
"13","1381","Tangon","Tangon Z-huset","","","60-80","0","0","10","33","0","89","80","70","89","67","78","50","x","x","90","57","70","90","80","30","33","100","38","70","50","78","60"
"13","1382","Berguven","","","","20-40","0","0","8","23","8","91","92","58","83","91","67","92","20","44","92","82","100","77","67","55","40","80","60","100","62","100","92"
"13","1382","Björkhaga","","","","60-80","0","0","31","63","19","100","86","77","79","88","79","88","58","67","100","100","100","88","92","63","60","75","81","94","38","100","94"
"13","1382","Björkhaga","Björkhaga nivå 2","","","60-80","0","0","31","62","15","100","85","73","75","92","83","85","58","73","100","100","100","85","91","62","54","69","77","92","31","x","92"
"13","1382","Boken","","","","40-60","0","0","10","18","14","100","91","70","68","81","70","64","44","67","95","85","95","81","53","79","19","85","53","81","40","88","90"
"13","1382","Boken","Boken nivå 2","","","40-60","0","0","0","27","7","100","93","62","67","71","71","60","42","67","93","85","93","80","46","71","20","87","50","73","43","80","87"
"13","1382","Boken","Boken Demens","","","40-60","0","0","29","0","29","x","86","86","71","100","x","71","x","x","100","86","100","x","x","x","x","x","x","x","x","100","x"
"13","1382","Floragården","","","","40-60","0","0","33","57","10","94","90","81","68","76","72","81","71","58","100","79","95","100","76","63","25","84","65","76","35","100","90"
"13","1382","Floragården","Floragården nivå 2","","","40-60","0","0","29","59","6","93","94","85","87","76","71","88","73","60","100","81","93","100","85","67","31","93","64","71","44","100","94"
"13","1382","Furugården","","","","40-60","0","0","20","45","25","88","84","70","56","84","83","55","44","58","90","83","85","90","63","45","41","78","50","85","25","100","89"
"13","1382","Furugården","Furugården nivå 2","","","60-80","0","0","21","50","14","92","85","71","67","85","77","57","54","62","86","92","86","93","77","43","38","75","60","86","29","100","92"
